""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"SLC16A3"	2.57373792355552e-19	0.563090374445818	0.11	0.051	1.00748971017581e-14	"0"	"SLC16A3"
"ACTA2"	2.96428100197235e-19	0.558492401979734	0.171	0.096	1.16036779822208e-14	"0"	"ACTA2"
"TRAFD1"	3.50592112824609e-19	0.548757332655457	0.173	0.099	1.37239282565193e-14	"0"	"TRAFD1"
"NELFCD"	3.96467855245185e-19	0.427214055316659	0.289	0.194	1.55197341935728e-14	"0"	"NELFCD"
"RALA"	4.97161650268236e-19	0.469120510267688	0.255	0.166	1.94613927997501e-14	"0"	"RALA"
"RHOC"	5.05684343496112e-19	0.364687732961565	0.396	0.288	1.97950136261553e-14	"0"	"RHOC"
"RNF121"	5.88606690092126e-19	0.589453175421176	0.104	0.048	2.30410088836563e-14	"0"	"RNF121"
"ID3"	5.98333366393178e-19	0.761231131228033	0.163	0.091	2.34217596274609e-14	"0"	"ID3"
"CD164"	6.2798802129842e-19	0.309646559664026	0.537	0.43	2.45825910937266e-14	"0"	"CD164"
"ANP32A"	7.73213257664296e-19	0.327781851014609	0.463	0.356	3.02674329712689e-14	"0"	"ANP32A"
"ECHDC2"	7.81926000791701e-19	0.490431083159194	0.22	0.136	3.06084933009911e-14	"0"	"ECHDC2"
"PSMB2"	9.32360615740282e-19	0.323299266495659	0.442	0.328	3.64972563031533e-14	"0"	"PSMB2"
"PPP2R1A"	1.01188816108048e-18	0.298122964323249	0.49	0.38	3.96103620654954e-14	"0"	"PPP2R1A"
"KRCC1"	1.03390723089798e-18	0.414500510348221	0.245	0.155	4.04722985535015e-14	"0"	"KRCC1"
"FARSA"	1.05632739952942e-18	0.530942895261791	0.195	0.119	4.13499360545792e-14	"0"	"FARSA"
"ST6GALNAC4"	1.20506675145518e-18	0.61271022686697	0.136	0.071	4.71723379857132e-14	"0"	"ST6GALNAC4"
"TRIM69"	1.33193856935396e-18	0.478762368885024	0.227	0.142	5.21387352973607e-14	"0"	"TRIM69"
"STYXL1"	1.59638765637216e-18	0.570370407728499	0.142	0.075	6.24905948086881e-14	"0"	"STYXL1"
"RGS3"	1.76424150850313e-18	0.475508519552183	0.174	0.099	6.90612338503549e-14	"0"	"RGS3"
"BTN3A2"	2.25924767714861e-18	0.341800402482054	0.515	0.415	8.84382503219825e-14	"0"	"BTN3A2"
"CCDC28A"	2.99205807121859e-18	0.385827088039462	0.287	0.194	1.17124113197852e-13	"0"	"CCDC28A"
"INTS9"	3.66711478660112e-18	0.534466954962511	0.117	0.057	1.43549208321501e-13	"0"	"INTS9"
"SFMBT2"	3.67156492607335e-18	0.511674744703698	0.125	0.062	1.43723409031141e-13	"0"	"SFMBT2"
"POLR3K"	3.7526916438297e-18	0.487818957581162	0.193	0.116	1.46899114397713e-13	"0"	"POLR3K"
"ZNF585A"	4.24572145191075e-18	0.495988454335964	0.162	0.09	1.66198766235046e-13	"0"	"ZNF585A"
"ATP5C1"	4.73657932045616e-18	0.282056537448399	0.528	0.416	1.85413397499256e-13	"0"	"ATP5C1"
"RHNO1"	5.51144933955799e-18	0.506695246354556	0.194	0.118	2.15745684396998e-13	"0"	"RHNO1"
"DNM2"	5.54260873791341e-18	0.50553791529656	0.219	0.139	2.16965419045621e-13	"0"	"DNM2"
"NFAT5"	6.01479493724531e-18	0.461570728773935	0.234	0.149	2.35449147818468e-13	"0"	"NFAT5"
"NAALADL1"	6.65765777257381e-18	0.569611405440179	0.101	0.047	2.60614013507402e-13	"0"	"NAALADL1"
"LINC00649"	7.44870827859474e-18	0.445180770626038	0.215	0.134	2.91579685565591e-13	"0"	"LINC00649"
"GSPT1"	7.75474394986518e-18	0.420716444420325	0.284	0.195	3.03559451917472e-13	"0"	"GSPT1"
"USP11"	8.29448330219198e-18	0.438851769583365	0.28	0.19	3.24687548864305e-13	"0"	"USP11"
"C1orf43"	1.15259787724447e-17	0.330653315140694	0.435	0.336	4.51184439047346e-13	"0"	"C1orf43"
"OASL"	1.19188464959314e-17	0.381276736034533	0.278	0.186	4.66563246083235e-13	"0"	"OASL"
"AP1S1"	1.19216033310882e-17	0.547751629464326	0.157	0.089	4.66671162395446e-13	"0"	"AP1S1"
"MPV17"	1.19699601808145e-17	0.469526797308695	0.225	0.144	4.68564091277983e-13	"0"	"MPV17"
"FAM192A"	1.31720816240936e-17	0.51075716025363	0.209	0.132	5.15621135175143e-13	"0"	"FAM192A"
"BTN2A2"	1.32848284834549e-17	0.55100775150285	0.108	0.052	5.20034610984843e-13	"0"	"BTN2A2"
"NDUFAF3"	1.88176973234093e-17	0.327020434385902	0.42	0.316	7.36618761724859e-13	"0"	"NDUFAF3"
"COMT"	2.07063389011933e-17	0.435030230928193	0.248	0.164	8.10549636287212e-13	"0"	"COMT"
"PTRHD1"	2.35821027848668e-17	0.411004338639991	0.332	0.241	9.23121413513613e-13	"0"	"PTRHD1"
"COX17"	2.38816511813662e-17	0.327624645432481	0.453	0.352	9.34847235494579e-13	"0"	"COX17"
"RAD51C"	2.76241954349433e-17	0.454489476080193	0.22	0.139	1.08134913030086e-12	"0"	"RAD51C"
"NDUFC1"	3.18180404378138e-17	0.316514725846982	0.441	0.342	1.24551719293822e-12	"0"	"NDUFC1"
"ADRM1"	3.60451663790811e-17	0.300696698631579	0.408	0.303	1.41098803790913e-12	"0"	"ADRM1"
"NDUFB1"	3.92908550251529e-17	0.275366689547934	0.528	0.418	1.53804051995961e-12	"0"	"NDUFB1"
"CAPZA1"	4.67453164272556e-17	0.277946319861027	0.506	0.402	1.82984541154492e-12	"0"	"CAPZA1"
"MRPS21"	5.37580935881958e-17	0.255274349569495	0.588	0.485	2.10436057350992e-12	"0"	"MRPS21"
"GFOD1"	5.42754094709569e-17	0.486895775853559	0.117	0.059	2.12461090374061e-12	"0"	"GFOD1"
"NCOA1"	5.67994631309923e-17	0.470167733627054	0.183	0.109	2.22341498426269e-12	"0"	"NCOA1"
"CSK"	6.17459076134256e-17	0.355065230206971	0.383	0.289	2.41704355352754e-12	"0"	"CSK"
"RP11-222K16.2"	7.87085385483484e-17	0.422635781743641	0.169	0.096	3.0810457414751e-12	"0"	"RP11-222K16.2"
"VAMP5"	8.03989245337941e-17	0.334854892069493	0.414	0.316	3.14721590087537e-12	"0"	"VAMP5"
"TRGV2"	9.66405133615849e-17	1.04096342382499	0.223	0.154	3.78299289553924e-12	"0"	"TRGV2"
"ARF5"	1.34786104730328e-16	0.268849357706764	0.602	0.508	5.27620206966868e-12	"0"	"ARF5"
"AKR1B1"	1.38907397420964e-16	0.347646144865593	0.356	0.262	5.43753007204365e-12	"0"	"AKR1B1"
"DTX2"	1.43142122260686e-16	0.523590191097314	0.132	0.071	5.60329837589456e-12	"0"	"DTX2"
"SPTAN1"	1.4659196748902e-16	0.404949468765465	0.37	0.282	5.73834256735767e-12	"0"	"SPTAN1"
"ANXA11"	1.61898789549418e-16	0.267302864668993	0.553	0.453	6.33752811691199e-12	"0"	"ANXA11"
"RNF167"	1.74163613759188e-16	0.286138606933321	0.518	0.423	6.81763466060342e-12	"0"	"RNF167"
"KDM5B"	1.78697841828366e-16	0.449265253883559	0.143	0.078	6.99512701837139e-12	"0"	"KDM5B"
"PSMB8-AS1"	3.16713196409472e-16	0.353938170267466	0.357	0.264	1.23977380734488e-11	"0"	"PSMB8-AS1"
"PSMB4"	3.56425270418619e-16	0.335591543708922	0.325	0.231	1.39522672105368e-11	"0"	"PSMB4"
"LINC00847"	3.63807690807387e-16	0.480531938359129	0.123	0.064	1.42412520566552e-11	"0"	"LINC00847"
"SNX17"	3.69196903799e-16	0.320380288086284	0.405	0.311	1.44522127992118e-11	"0"	"SNX17"
"TNFRSF14"	3.7317896787179e-16	0.292939007604842	0.443	0.34	1.46080906973412e-11	"0"	"TNFRSF14"
"NFKBIB"	3.93217971380879e-16	0.348800865212564	0.297	0.206	1.53925174897045e-11	"0"	"NFKBIB"
"TMEM256"	3.98555320921204e-16	0.302159893859597	0.437	0.34	1.56014480374605e-11	"0"	"TMEM256"
"TSPAN31"	4.55265908000013e-16	0.456487521865088	0.134	0.072	1.78213839686605e-11	"0"	"TSPAN31"
"PRPF38B"	4.98715060348021e-16	0.273820270710362	0.538	0.435	1.95222010373233e-11	"0"	"PRPF38B"
"ALDH3A2"	4.99321800866229e-16	0.555566929850901	0.114	0.059	1.95459518949085e-11	"0"	"ALDH3A2"
"HIPK2"	5.74283095649034e-16	0.583315206988119	0.101	0.049	2.24803117791814e-11	"0"	"HIPK2"
"UBE2I"	5.75329471589929e-16	0.264902934931522	0.57	0.466	2.25212721653878e-11	"0"	"UBE2I"
"NRBP1"	5.87576228608071e-16	0.326405428328029	0.375	0.279	2.30006714688629e-11	"0"	"NRBP1"
"HLA-G"	5.90324647777678e-16	0.397008990723784	0.236	0.154	2.31082583372572e-11	"0"	"HLA-G"
"GGT1"	6.23062931343323e-16	0.531546359222583	0.112	0.058	2.43897984474344e-11	"0"	"GGT1"
"RTFDC1"	6.51566180111623e-16	0.361307624452495	0.315	0.225	2.55055581204695e-11	"0"	"RTFDC1"
"ATP6V0D1"	6.63440166185153e-16	0.376206794612722	0.292	0.207	2.59703653053178e-11	"0"	"ATP6V0D1"
"CORO1B"	6.86452401157023e-16	0.268758059632888	0.585	0.493	2.68711792432917e-11	"0"	"CORO1B"
"ACADVL"	6.86571169484377e-16	0.338946295951843	0.383	0.292	2.68758284294659e-11	"0"	"ACADVL"
"JAK3"	8.09116462610002e-16	0.466667232228381	0.222	0.146	3.16728639288685e-11	"0"	"JAK3"
"GPX1"	8.14666732398953e-16	0.324539920825174	0.355	0.261	3.1890129239757e-11	"0"	"GPX1"
"TMEM9"	8.43154497682054e-16	0.536032783694689	0.143	0.081	3.3005282811764e-11	"0"	"TMEM9"
"SEC13"	8.78513184117839e-16	0.358297648849042	0.319	0.23	3.43893985922928e-11	"0"	"SEC13"
"GRSF1"	9.11419117248072e-16	0.366038589164393	0.344	0.254	3.56775013446758e-11	"0"	"GRSF1"
"GLE1"	1.09358553411838e-15	0.489150161556219	0.138	0.078	4.28084057330639e-11	"0"	"GLE1"
"UBE2K"	1.14253108571582e-15	0.393247165407081	0.269	0.186	4.47243793503458e-11	"0"	"UBE2K"
"HIST1H2BN"	1.23089218515655e-15	0.481251895821894	0.119	0.062	4.81832745879533e-11	"0"	"HIST1H2BN"
"MITD1"	1.29981681922759e-15	0.423856315977039	0.248	0.169	5.08813293886639e-11	"0"	"MITD1"
"IL10RB"	1.35424460675896e-15	0.469744295690332	0.194	0.123	5.30119051315795e-11	"0"	"IL10RB"
"RABGAP1L"	1.3979407279989e-15	0.282172937667775	0.4	0.298	5.47223897975170e-11	"0"	"RABGAP1L"
"C7orf73"	1.49999130495202e-15	0.298359934610065	0.412	0.314	5.87171596323469e-11	"0"	"C7orf73"
"METTL8"	1.75007613791262e-15	0.570465721889982	0.118	0.062	6.85067304185897e-11	"0"	"METTL8"
"YIPF3"	1.80021869135036e-15	0.408527497356889	0.265	0.184	7.04695606729097e-11	"0"	"YIPF3"
"GPBP1"	1.92462088747015e-15	0.277811045595312	0.51	0.417	7.53392846400189e-11	"0"	"GPBP1"
"OSTC"	1.95029195000854e-15	0.298065183358168	0.439	0.345	7.63441783830844e-11	"0"	"OSTC"
"RNF181"	2.02649077686265e-15	0.283157659673424	0.454	0.355	7.93269814602883e-11	"0"	"RNF181"
"SCPEP1"	2.65793318291695e-15	0.482700461200277	0.168	0.101	1.04044794445284e-10	"0"	"SCPEP1"
"LTA"	2.81149654557854e-15	0.541814846366701	0.129	0.072	1.10056032276672e-10	"0"	"LTA"
"ZNF706"	2.96645336054916e-15	0.27764917576756	0.443	0.341	1.16121816798697e-10	"0"	"ZNF706"
"ATXN7L1"	2.98375475042766e-15	0.488784768075183	0.161	0.096	1.16799079705491e-10	"0"	"ATXN7L1"
"FAM104A"	3.03275697410497e-15	0.402297611919914	0.219	0.143	1.18717271751339e-10	"0"	"FAM104A"
"SLC39A7"	3.20614211097976e-15	0.442591069917218	0.161	0.095	1.25504432934303e-10	"0"	"SLC39A7"
"C18orf32"	3.64878014395611e-15	0.291232711235179	0.429	0.334	1.42831498735162e-10	"0"	"C18orf32"
"MAPK13"	3.78010866623772e-15	0.439405873719035	0.165	0.099	1.47972353739876e-10	"0"	"MAPK13"
"ARF4"	3.86229181305895e-15	0.251255319972155	0.477	0.378	1.51189413022193e-10	"0"	"ARF4"
"WDR33"	3.88679171832818e-15	0.344331574145405	0.383	0.293	1.52148461813956e-10	"0"	"WDR33"
"SARNP"	3.95966330533584e-15	0.362017720543421	0.314	0.225	1.55001020087372e-10	"0"	"SARNP"
"SPATA13"	4.14830983623867e-15	0.396832257280157	0.241	0.162	1.62385588539563e-10	"0"	"SPATA13"
"SLC9A9"	4.61363981969458e-15	0.494476517623581	0.151	0.088	1.80600930741944e-10	"0"	"SLC9A9"
"HSPB11"	4.66806163942949e-15	0.267288612375968	0.386	0.284	1.82731272875467e-10	"0"	"HSPB11"
"LMAN1"	5.18731259667515e-15	0.355059689748392	0.333	0.245	2.03057351596849e-10	"0"	"LMAN1"
"HSD17B10"	5.34453790448359e-15	0.322766011714536	0.335	0.247	2.0921193627101e-10	"0"	"HSD17B10"
"CMC2"	5.95052992676443e-15	0.296991933046892	0.405	0.307	2.32933493983194e-10	"0"	"CMC2"
"ERVK3-1"	6.03988672998713e-15	0.376305138036429	0.265	0.184	2.36431366045346e-10	"0"	"ERVK3-1"
"R3HCC1L"	7.56191980702715e-15	0.477603873622637	0.12	0.064	2.96011350846078e-10	"0"	"R3HCC1L"
"MBD2"	7.82550167873725e-15	0.467780533890927	0.156	0.093	3.0632926321417e-10	"0"	"MBD2"
"RPA3"	7.96753281271285e-15	0.250573338324881	0.372	0.271	3.11889071953644e-10	"0"	"RPA3"
"VDAC1"	9.03401207513675e-15	0.287274660556566	0.427	0.331	3.53636402681228e-10	"0"	"VDAC1"
"WDR61"	1.00529936027091e-14	0.420996060625577	0.243	0.167	3.93524434578046e-10	"0"	"WDR61"
"MAP2K3"	1.12167859356281e-14	0.374391371600011	0.299	0.214	4.39081085450163e-10	"0"	"MAP2K3"
"SLF1"	1.16565373048101e-14	0.374738886565477	0.265	0.183	4.56295152796793e-10	"0"	"SLF1"
"KDM2B"	1.21947768356804e-14	0.432408787419939	0.17	0.104	4.77364539232711e-10	"0"	"KDM2B"
"VPS37B"	1.31817785520122e-14	0.366155804535084	0.368	0.281	5.16000721418518e-10	"0"	"VPS37B"
"CHMP5"	1.34094344025538e-14	0.35081005881954	0.303	0.219	5.24912309687969e-10	"0"	"CHMP5"
"TALDO1"	1.45999371628831e-14	0.275619083836406	0.42	0.324	5.71514540241061e-10	"0"	"TALDO1"
"PSENEN"	1.55473904053691e-14	0.348091052277827	0.293	0.209	6.08602597418172e-10	"0"	"PSENEN"
"TRBV20-1"	1.57509607125259e-14	0.936929448365331	0.125	0.071	6.16571357091827e-10	"0"	"TRBV20-1"
"OTUB1"	1.65747925581866e-14	0.281032770943449	0.479	0.383	6.48820254690213e-10	"0"	"OTUB1"
"LAMP1"	1.85443355993136e-14	0.290697540339913	0.435	0.342	7.25918017035129e-10	"0"	"LAMP1"
"LMBRD1"	1.90994458164185e-14	0.312673452516084	0.336	0.249	7.47647806483704e-10	"0"	"LMBRD1"
"MRPL52"	1.96883506274807e-14	0.318227554954013	0.39	0.3	7.70700485312734e-10	"0"	"MRPL52"
"JOSD2"	2.07156715968792e-14	0.42160352505734	0.232	0.158	8.10914964659835e-10	"0"	"JOSD2"
"COA3"	2.29289916609292e-14	0.35355502523619	0.254	0.175	8.97555378567074e-10	"0"	"COA3"
"CDR2"	2.31727254119814e-14	0.48310928590136	0.121	0.066	9.0709633625201e-10	"0"	"CDR2"
"GRINA"	2.45495894022536e-14	0.431941709739646	0.168	0.103	9.60993677151216e-10	"0"	"GRINA"
"WAS"	2.74089012339602e-14	0.277907488988332	0.511	0.422	1.07292143880337e-09	"0"	"WAS"
"CDK6"	2.80199785310687e-14	0.38291930644951	0.234	0.158	1.09684205959868e-09	"0"	"CDK6"
"GATA3"	2.80263645879602e-14	0.363837949529722	0.338	0.253	1.0970920417957e-09	"0"	"GATA3"
"EWSR1"	3.07481929905332e-14	0.260540422153187	0.541	0.452	1.20363801461442e-09	"0"	"EWSR1"
"FAM46C"	3.08100497017294e-14	0.356576471151313	0.372	0.287	1.2060593955742e-09	"0"	"FAM46C"
"POLR2K"	3.14828750818583e-14	0.258168444596507	0.474	0.38	1.23239714507934e-09	"0"	"POLR2K"
"KDELR1"	3.43318365509732e-14	0.29705031314261	0.389	0.296	1.34391974178785e-09	"0"	"KDELR1"
"RCHY1"	3.83430099814012e-14	0.421464729621707	0.181	0.113	1.50093712572195e-09	"0"	"RCHY1"
"RP11-25K19.1"	3.99606706351195e-14	0.489786814912371	0.135	0.077	1.56426045201175e-09	"0"	"RP11-25K19.1"
"STX11"	4.30602228703129e-14	0.430794965179846	0.194	0.124	1.6855924242584e-09	"0"	"STX11"
"MAPRE2"	5.00790497808071e-14	0.275368598217673	0.5	0.404	1.96034440366969e-09	"0"	"MAPRE2"
"PLPP5"	5.35495430876628e-14	0.447529327031874	0.146	0.086	2.09619686416656e-09	"0"	"PLPP5"
"LGALS3"	5.67797373339753e-14	0.355697648876246	0.214	0.142	2.22264281793846e-09	"0"	"LGALS3"
"TRPT1"	7.59588247154151e-14	0.436371464302473	0.191	0.125	2.97340819348492e-09	"0"	"TRPT1"
"JAGN1"	7.637893455637e-14	0.382271577523225	0.242	0.167	2.9898533932091e-09	"0"	"JAGN1"
"RILPL2"	8.16197391105778e-14	0.384779399978606	0.27	0.192	3.19500468748357e-09	"0"	"RILPL2"
"NME3"	8.22970482652455e-14	0.331982184719563	0.336	0.253	3.22151795434303e-09	"0"	"NME3"
"PRMT1"	8.93626353970356e-14	0.358603325965425	0.348	0.266	3.49810036261696e-09	"0"	"PRMT1"
"GTF2H5"	9.0666951859639e-14	0.392776894796336	0.257	0.183	3.54915783054557e-09	"0"	"GTF2H5"
"PVRIG"	9.34012035036482e-14	0.507126733041456	0.113	0.061	3.65619011115031e-09	"0"	"PVRIG"
"CRELD2"	1.05330989599205e-13	0.420163524161643	0.217	0.147	4.12318158786089e-09	"0"	"CRELD2"
"NOP58"	1.06861185736606e-13	0.266886477626207	0.481	0.389	4.18308111565946e-09	"0"	"NOP58"
"SMAP2"	1.09262626968288e-13	0.345574706881113	0.339	0.257	4.27708553267363e-09	"0"	"SMAP2"
"GIMAP5"	1.15625634104026e-13	0.470138532542606	0.151	0.091	4.5261654470021e-09	"0"	"GIMAP5"
"ATP5G1"	1.27412381674517e-13	0.281378571302988	0.368	0.278	4.98755768064896e-09	"0"	"ATP5G1"
"SEC22B"	1.35538563953132e-13	0.432669425346367	0.199	0.132	5.30565708594533e-09	"0"	"SEC22B"
"HPRT1"	1.44981303320609e-13	0.339115838079384	0.276	0.197	5.67529311848523e-09	"0"	"HPRT1"
"GALNT11"	1.82327044682826e-13	0.429895178590582	0.214	0.145	7.13719216410924e-09	"0"	"GALNT11"
"TVP23B"	1.84285306981847e-13	0.396769859579217	0.199	0.13	7.2138483418044e-09	"0"	"TVP23B"
"BCKDHA"	1.97128882753085e-13	0.428797067515607	0.188	0.122	7.71661011536953e-09	"0"	"BCKDHA"
"OCIAD1"	2.08571915165564e-13	0.280372893657878	0.475	0.388	8.16454761915601e-09	"0"	"OCIAD1"
"RAB11A"	2.09646251837121e-13	0.314109496957371	0.432	0.344	8.20660252816409e-09	"0"	"RAB11A"
"CIAO1"	2.33264620307857e-13	0.39185737867334	0.27	0.195	9.13114356195107e-09	"0"	"CIAO1"
"PDHB"	2.36538838949515e-13	0.373715488392395	0.235	0.162	9.25931285067876e-09	"0"	"PDHB"
"PFKP"	2.41195282040535e-13	0.388762167615221	0.213	0.143	9.44158931547676e-09	"0"	"PFKP"
"PEF1"	2.42621593708414e-13	0.347965829828203	0.274	0.196	9.49742228571586e-09	"0"	"PEF1"
"NAP1L4"	2.78356417819306e-13	0.33715087198618	0.396	0.314	1.08962619755367e-08	"0"	"NAP1L4"
"EML2"	2.95731120182669e-13	0.419505721188327	0.173	0.11	1.15763946995506e-08	"0"	"EML2"
"YWHAH"	2.99266823579717e-13	0.377146200332291	0.239	0.167	1.1714799809028e-08	"0"	"YWHAH"
"CCDC90B"	3.14366327980472e-13	0.402729840974998	0.248	0.176	1.23058699087956e-08	"0"	"CCDC90B"
"COG2"	3.31683034537042e-13	0.420432367270887	0.155	0.095	1.29837323869525e-08	"0"	"COG2"
"IL6ST"	3.39945807825753e-13	0.361760878615768	0.282	0.205	1.33071786473391e-08	"0"	"IL6ST"
"BANF1"	3.73648728227033e-13	0.254805521805965	0.457	0.362	1.46264794664472e-08	"0"	"BANF1"
"PSMC4"	4.47827757103262e-13	0.335239505399226	0.311	0.233	1.75302175518072e-08	"0"	"PSMC4"
"DIABLO"	4.62943768628541e-13	0.421842432758669	0.193	0.127	1.81219338229642e-08	"0"	"DIABLO"
"CHTOP"	5.18882486323167e-13	0.39955370322721	0.226	0.156	2.03116549271204e-08	"0"	"CHTOP"
"CLSTN3"	5.23814968084618e-13	0.39832760519106	0.15	0.091	2.05047369256724e-08	"0"	"CLSTN3"
"APOBEC3H"	5.69530841594347e-13	0.456024895935909	0.17	0.108	2.22942847942107e-08	"0"	"APOBEC3H"
"MTSS1"	7.27432419997405e-13	0.455025055763531	0.161	0.1	2.84753420807984e-08	"0"	"MTSS1"
"NUDT5"	7.73410970678374e-13	0.325109817036877	0.278	0.203	3.02751724472049e-08	"0"	"NUDT5"
"VPS25"	8.79476659922327e-13	0.417900459773315	0.194	0.13	3.44271138526595e-08	"0"	"VPS25"
"CD81"	9.08523763099824e-13	0.443919659427411	0.178	0.115	3.55641627065426e-08	"0"	"CD81"
"ARAP2"	9.76172009808106e-13	0.311998879632736	0.326	0.242	3.82122533239383e-08	"0"	"ARAP2"
"MVP"	9.80789079048093e-13	0.353221486050286	0.282	0.205	3.83929884993376e-08	"0"	"MVP"
"IST1"	1.18970335924404e-12	0.347721047265364	0.266	0.191	4.65709379976079e-08	"0"	"IST1"
"SEP15"	1.22649921288364e-12	0.254747589197081	0.499	0.408	4.80113116883302e-08	"0"	"SEP15"
"C21orf91"	1.26463364083092e-12	0.38840016586037	0.211	0.143	4.95040838703264e-08	"0"	"C21orf91"
"GMDS"	1.30769127205824e-12	0.410974517671797	0.184	0.12	5.11895748447199e-08	"0"	"GMDS"
"COQ5"	1.37353460624004e-12	0.484899307031311	0.122	0.071	5.37670121612665e-08	"0"	"COQ5"
"CXorf40A"	1.46360940327437e-12	0.44206864200625	0.124	0.072	5.72929900911754e-08	"0"	"CXorf40A"
"NFATC2"	1.48495419914084e-12	0.290254522745499	0.339	0.253	5.81285321253681e-08	"0"	"NFATC2"
"PFDN2"	1.490538341475e-12	0.270228513815231	0.413	0.33	5.83471233770388e-08	"0"	"PFDN2"
"SNX29"	1.68243964973264e-12	0.477357781172887	0.127	0.075	6.58591000887843e-08	"0"	"SNX29"
"CERS5"	1.7218807186985e-12	0.468002074589679	0.138	0.083	6.74030207334526e-08	"0"	"CERS5"
"SH2D1A"	1.76373086443897e-12	0.301786232079226	0.383	0.301	6.90412446884635e-08	"0"	"SH2D1A"
"HTRA2"	1.80991768986548e-12	0.428405467718431	0.175	0.115	7.08492279697843e-08	"0"	"HTRA2"
"NCALD"	2.05163853860754e-12	0.401614740170341	0.185	0.121	8.0311390593792e-08	"0"	"NCALD"
"HDAC7"	2.08105409755401e-12	0.401059273166761	0.193	0.129	8.14628626487518e-08	"0"	"HDAC7"
"TMED1"	2.26268330676268e-12	0.466664005550013	0.123	0.072	8.85727380432249e-08	"0"	"TMED1"
"SDHC"	2.27725662364897e-12	0.251462749134459	0.421	0.335	8.91432105327389e-08	"0"	"SDHC"
"EIF1AY"	2.33864871708479e-12	0.340513656280647	0.241	0.17	9.15464040302839e-08	"0"	"EIF1AY"
"CSRP1"	2.41882272982137e-12	0.387744207231461	0.24	0.17	9.46848157588576e-08	"0"	"CSRP1"
"PAPOLA"	2.43206173806098e-12	0.285314875527748	0.505	0.429	9.5203056736397e-08	"0"	"PAPOLA"
"ALG12"	2.52002235766819e-12	0.411147346587262	0.152	0.094	9.86462751909212e-08	"0"	"ALG12"
"LYRM4"	2.54221313676064e-12	0.491727911871241	0.154	0.098	9.95149332384952e-08	"0"	"LYRM4"
"NUDT21"	2.67576222533181e-12	0.264484747265072	0.381	0.293	1.04742712310614e-07	"0"	"NUDT21"
"C5orf15"	2.7723181695836e-12	0.429528984973798	0.137	0.083	1.0852239474835e-07	"0"	"C5orf15"
"TRAPPC2L"	2.90716738307906e-12	0.277241635823425	0.327	0.248	1.1380106721063e-07	"0"	"TRAPPC2L"
"DPF2"	3.06426851156661e-12	0.340841295164698	0.204	0.137	1.19950790885275e-07	"0"	"DPF2"
"BTF3L4"	3.86959354532217e-12	0.333142073051179	0.275	0.203	1.51475239331636e-07	"0"	"BTF3L4"
"INO80C"	4.26225961944501e-12	0.465533863788348	0.129	0.077	1.66846152803175e-07	"0"	"INO80C"
"TNFSF10"	4.69712694995943e-12	0.431316472516873	0.194	0.132	1.83869034456162e-07	"0"	"TNFSF10"
"ZMYM6NB"	4.8619034782621e-12	0.324284243724943	0.265	0.189	1.9031921165657e-07	"0"	"ZMYM6NB"
"IL12RB1"	5.06363131202877e-12	0.356770487687647	0.255	0.182	1.98215847709366e-07	"0"	"IL12RB1"
"LSM6"	5.1383020259367e-12	0.27409358662633	0.359	0.279	2.01138832805292e-07	"0"	"LSM6"
"AAMP"	5.14566189987132e-12	0.333839906659431	0.251	0.181	2.01426935070463e-07	"0"	"AAMP"
"SDF2"	5.28969148913819e-12	0.32049884573587	0.276	0.201	2.07064973342315e-07	"0"	"SDF2"
"CLNS1A"	5.39603997551653e-12	0.272713236122333	0.381	0.301	2.11227984841595e-07	"0"	"CLNS1A"
"CSNK1G3"	5.51263072548025e-12	0.379016598411162	0.179	0.117	2.15791929748924e-07	"0"	"CSNK1G3"
"TSG101"	6.77810458639225e-12	0.361296770021337	0.219	0.153	2.65328904034325e-07	"0"	"TSG101"
"G3BP1"	7.09371702690972e-12	0.306735511444163	0.293	0.218	2.77683553018381e-07	"0"	"G3BP1"
"TIA1"	7.89441490873178e-12	0.356630363720458	0.256	0.187	3.09026871602306e-07	"0"	"TIA1"
"PTGES2"	8.69880835372416e-12	0.436745709552519	0.145	0.09	3.40514853006532e-07	"0"	"PTGES2"
"PSMA4"	8.71604071010906e-12	0.258102411655302	0.383	0.3	3.41189413597219e-07	"0"	"PSMA4"
"BCL11B"	9.60514014779386e-12	0.321860561684534	0.296	0.224	3.75993211085391e-07	"0"	"BCL11B"
"POLR2E"	9.82960319864793e-12	0.267946192851153	0.425	0.347	3.84779817211073e-07	"0"	"POLR2E"
"PPP4C"	1.18237746887571e-11	0.251899524205399	0.411	0.325	4.62841660191398e-07	"0"	"PPP4C"
"TOP1"	1.3219406356399e-11	0.31364671734468	0.32	0.245	5.17473661821239e-07	"0"	"TOP1"
"RSBN1L"	1.41801863120867e-11	0.290902019747131	0.31	0.235	5.55083393186634e-07	"0"	"RSBN1L"
"ARL3"	1.43015246661983e-11	0.435989602144886	0.159	0.103	5.59833183058331e-07	"0"	"ARL3"
"CAMTA1"	1.45527323660366e-11	0.326774275943924	0.312	0.239	5.69666708468503e-07	"0"	"CAMTA1"
"DCAF12"	1.46735348051383e-11	0.427940495061115	0.12	0.071	5.74395519947139e-07	"0"	"DCAF12"
"YIF1A"	1.58012344181314e-11	0.396772268671395	0.201	0.139	6.18539321297754e-07	"0"	"YIF1A"
