""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"PRF1"	9.74562921539805e-74	0.620598624113872	0.757	0.583	3.81492655636757e-69	"0"	"PRF1"
"TRDC"	1.05629071844184e-73	0.983808423530112	0.221	0.07	4.13485001734058e-69	"0"	"TRDC"
"GIMAP4"	1.659866284363e-73	0.597811842137167	0.654	0.446	6.49754657013898e-69	"0"	"GIMAP4"
"CD70"	1.70956518456203e-73	1.07280354876403	0.232	0.079	6.69209291496805e-69	"0"	"CD70"
"ITM2A"	2.20789018266347e-73	0.68111126855311	0.67	0.482	8.64278612003617e-69	"0"	"ITM2A"
"TRIB1"	3.06681870866641e-73	1.21621800045866	0.135	0.027	1.20050618350747e-68	"0"	"TRIB1"
"FOS"	9.99827159056993e-73	0.406612912644692	0.896	0.712	3.9138234141286e-68	"0"	"FOS"
"ASB2"	1.57911078949213e-72	1.07829867622497	0.179	0.049	6.18142918546695e-68	"0"	"ASB2"
"MCM5"	2.20093756731269e-72	0.800794027884652	0.32	0.136	8.61557010724554e-68	"0"	"MCM5"
"BIRC3"	2.2929507739191e-72	0.891241452811433	0.405	0.208	8.97575580450632e-68	"0"	"BIRC3"
"LINC00152"	6.18726517204961e-72	0.592016596872994	0.642	0.416	2.42200495159882e-67	"0"	"LINC00152"
"CCDC167"	2.03251446719376e-71	0.781589208473724	0.421	0.221	7.95627788182996e-67	"0"	"CCDC167"
"CD3E"	3.23293926560919e-71	0.255933876718956	0.979	0.961	1.26553407552272e-66	"0"	"CD3E"
"UNQ6494"	4.92088441546138e-71	1.1033003138981	0.103	0.014	1.92628020443236e-66	"0"	"UNQ6494"
"SCAMP2"	2.98199685238277e-70	0.649055466853587	0.52	0.313	1.16730266786523e-65	"0"	"SCAMP2"
"NDFIP2"	3.92940491617086e-70	0.980474511344309	0.2	0.063	1.53816555443508e-65	"0"	"NDFIP2"
"ITPR1"	4.21749063108064e-70	0.988508295308907	0.258	0.099	1.65093670753652e-65	"0"	"ITPR1"
"CYCS"	4.50107517419303e-70	0.486347133146909	0.8	0.636	1.76194587693786e-65	"0"	"CYCS"
"CCDC64"	6.90764118722298e-70	1.08433394898638	0.165	0.044	2.70399614273843e-65	"0"	"CCDC64"
"PRDM1"	1.10086677048784e-68	0.768713935397335	0.521	0.328	4.30934297307467e-64	"0"	"PRDM1"
"FAM174B"	2.96716906743019e-68	1.20981785141784	0.117	0.021	1.16149833144555e-63	"0"	"FAM174B"
"IFI27L2"	9.26024009258458e-68	0.591683212524979	0.57	0.362	3.62492098424223e-63	"0"	"IFI27L2"
"TRPS1"	1.96386582345034e-67	0.924699832135678	0.235	0.085	7.68755276589635e-63	"0"	"TRPS1"
"ISCU"	8.68800217069675e-67	0.555396122489938	0.686	0.522	3.40091844971924e-62	"0"	"ISCU"
"HLA-F"	1.58621000001602e-66	0.419795143492611	0.814	0.646	6.2092190450627e-62	"0"	"HLA-F"
"TGIF1"	1.05952862697876e-65	0.776428521599491	0.355	0.17	4.14752481030834e-61	"0"	"TGIF1"
"TMBIM6"	1.08836759177914e-65	0.401461151395459	0.834	0.689	4.26041493801943e-61	"0"	"TMBIM6"
"ATPIF1"	1.76965069719291e-64	0.469895464121753	0.725	0.535	6.92729765416166e-60	"0"	"ATPIF1"
"CTSC"	2.17449567829293e-64	0.478251951211042	0.731	0.545	8.51206333267766e-60	"0"	"CTSC"
"TANK"	2.96032786718505e-64	0.71201965658081	0.462	0.269	1.15882034360959e-59	"0"	"TANK"
"FLNB"	5.74456142048138e-64	1.01031433007873	0.165	0.047	2.24870856804744e-59	"0"	"FLNB"
"PIM3"	1.18549685310979e-63	0.875541273078994	0.304	0.138	4.64062743149828e-59	"0"	"PIM3"
"ADAM28"	5.17161359293344e-63	0.973387495489686	0.147	0.037	2.0244281409538e-58	"0"	"ADAM28"
"PSMB8"	2.42166811142235e-62	0.432734514728985	0.751	0.576	9.47961982216281e-58	"0"	"PSMB8"
"HERPUD1"	1.0037636441553e-61	0.435305874432018	0.782	0.619	3.9292327850459e-57	"0"	"HERPUD1"
"ATP5J2"	3.35196038914559e-61	0.46300414159206	0.685	0.484	1.31212489433104e-56	"0"	"ATP5J2"
"NAMPT"	3.50802926931886e-61	0.746409749380484	0.367	0.189	1.37321805747487e-56	"0"	"NAMPT"
"TRAF5"	3.72426959439848e-61	0.743824725527476	0.325	0.154	1.45786533272728e-56	"0"	"TRAF5"
"CORO1A"	5.83242128275813e-61	0.293583565963428	0.962	0.893	2.28310131113567e-56	"0"	"CORO1A"
"TNFRSF1B"	7.40321101554586e-61	0.689234030739429	0.512	0.317	2.89798695203543e-56	"0"	"TNFRSF1B"
"DYNLRB1"	1.05825827483473e-60	0.509956943455494	0.645	0.458	4.14255201684053e-56	"0"	"DYNLRB1"
"AFAP1L2"	9.49963906694399e-60	1.01830088781228	0.108	0.021	3.71863371275523e-55	"0"	"AFAP1L2"
"RP11-290F5.1"	3.91334699035826e-59	0.97266341515189	0.125	0.029	1.53187967937574e-54	"0"	"RP11-290F5.1"
"IRF2"	4.29275993476882e-59	0.629749075605947	0.415	0.229	1.68040087646525e-54	"0"	"IRF2"
"RAC2"	8.09899045757573e-59	0.297222547673851	0.938	0.855	3.17034981461802e-54	"0"	"RAC2"
"RHOH"	1.29308933744955e-58	0.463418087594718	0.688	0.505	5.06179821144625e-54	"0"	"RHOH"
"FASLG"	1.42413765113597e-58	0.832201832481085	0.249	0.102	5.57478683537175e-54	"0"	"FASLG"
"CAV1"	1.668926467339e-58	1.07799366039935	0.115	0.025	6.53301265639853e-54	"0"	"CAV1"
"PIM2"	1.7916359793318e-58	0.798864191875805	0.43	0.258	7.01335904109435e-54	"0"	"PIM2"
"ZC3H7A"	3.52475144531427e-58	0.80779578841514	0.296	0.138	1.37976395326827e-53	"0"	"ZC3H7A"
"MAL"	6.35226132898255e-58	1.02906053006884	0.224	0.088	2.48659269723022e-53	"0"	"MAL"
"FYB"	6.68771250623001e-58	0.447422161835908	0.778	0.627	2.61790506056374e-53	"0"	"FYB"
"HLA-DMB"	9.96804444629765e-58	0.878945457137852	0.246	0.103	3.90199099850321e-53	"0"	"HLA-DMB"
"SNX9"	1.55989567468203e-57	0.913839116388998	0.249	0.105	6.10621161854281e-53	"0"	"SNX9"
"LAPTM5"	6.22840578912875e-57	0.314214347472596	0.945	0.893	2.43810944615445e-52	"0"	"LAPTM5"
"RASSF4"	2.91008673637052e-56	0.971043821009127	0.161	0.049	1.13915345295224e-51	"0"	"RASSF4"
"JMJD4"	3.85964087809637e-56	0.969829664520401	0.179	0.06	1.51085642173082e-51	"0"	"JMJD4"
"PAG1"	4.79614707137984e-56	0.721066183770424	0.369	0.198	1.87745177109164e-51	"0"	"PAG1"
"GAPDH"	1.42276785039969e-55	0.289217475166216	0.991	0.978	5.5694247503896e-51	"0"	"GAPDH"
"RGS2"	1.18736270040583e-54	0.573795472251671	0.579	0.391	4.64793129073862e-50	"0"	"RGS2"
"ADORA2A"	2.89202005545375e-54	0.897596528204437	0.17	0.057	1.13208125070737e-49	"0"	"ADORA2A"
"CLIC1"	3.40041999046981e-54	0.306488785253342	0.918	0.808	1.33109440526941e-49	"0"	"CLIC1"
"TRAF1"	5.99870989006381e-54	0.751368449304415	0.311	0.154	2.34819498646548e-49	"0"	"TRAF1"
"RNF19A"	1.21811452416178e-53	0.562059104346457	0.539	0.355	4.76830930483129e-49	"0"	"RNF19A"
"ZNF331"	1.88118296388864e-53	0.463971870263303	0.58	0.386	7.36389071214209e-49	"0"	"ZNF331"
"NELL2"	4.3198078513227e-53	0.617383269917511	0.308	0.146	1.69098878340027e-48	"0"	"NELL2"
"TRAT1"	8.51659130973326e-53	0.703125537310946	0.362	0.197	3.33381966819508e-48	"0"	"TRAT1"
"CD2BP2"	1.02647606763569e-52	0.716085980601886	0.354	0.191	4.0181405667599e-48	"0"	"CD2BP2"
"MCTP2"	2.45813677955508e-52	0.744255790472703	0.297	0.143	9.62237642356836e-48	"0"	"MCTP2"
"DUSP16"	3.78397839463748e-52	0.945235005598979	0.164	0.054	1.48123834258084e-47	"0"	"DUSP16"
"LSP1"	4.71506304818311e-52	0.319388748290254	0.906	0.835	1.84571143021128e-47	"0"	"LSP1"
"IL10RA"	1.77048751567299e-51	0.559397295491873	0.604	0.456	6.9305733801019e-47	"0"	"IL10RA"
"PELI1"	1.33200704748135e-50	0.917920515780857	0.285	0.142	5.21414158736576e-46	"0"	"PELI1"
"NR4A2"	1.53491781558152e-50	0.411869055684248	0.727	0.542	6.00843578909386e-46	"0"	"NR4A2"
"HIVEP1"	2.93531025260666e-50	0.901087064301353	0.161	0.054	1.14902719838288e-45	"0"	"HIVEP1"
"BAX"	3.68805541479156e-50	0.553737324398396	0.582	0.411	1.44368929212016e-45	"0"	"BAX"
"UQCR10"	4.38454979902916e-50	0.364299879774747	0.778	0.621	1.71633201882996e-45	"0"	"UQCR10"
"PSMB10"	7.47856271732116e-50	0.444199049952636	0.663	0.49	2.92748337569537e-45	"0"	"PSMB10"
"NKG7"	8.38205094956617e-50	0.276321440769442	0.977	0.886	3.28115384420768e-45	"0"	"NKG7"
"SLC2A8"	8.53004678221606e-50	0.901398918230124	0.158	0.053	3.33908681289848e-45	"0"	"SLC2A8"
"SPN"	8.83671226711147e-50	0.562145530967073	0.502	0.325	3.45913101696079e-45	"0"	"SPN"
"SLA"	9.93876982600025e-50	0.593493670127299	0.486	0.312	3.8905314483878e-45	"0"	"SLA"
"CTSD"	1.06252129105957e-49	0.421062711127201	0.698	0.533	4.15923959385269e-45	"0"	"CTSD"
"AP3S1"	1.51984350509541e-49	0.539896304609043	0.488	0.314	5.949427400696e-45	"0"	"AP3S1"
"TRIM22"	1.63152090503929e-49	0.558596524478414	0.503	0.33	6.38658858277631e-45	"0"	"TRIM22"
"CHST12"	2.26216029799535e-49	0.590617778156949	0.459	0.288	8.85522648650279e-45	"0"	"CHST12"
"AC104820.2"	2.35122300867579e-49	0.839654151547919	0.207	0.083	9.2038624674614e-45	"0"	"AC104820.2"
"TRG-AS1"	6.3448932328787e-49	0.704542952048583	0.366	0.205	2.48370845601037e-44	"0"	"TRG-AS1"
"PCED1B"	7.97575747477879e-49	0.607096386380482	0.435	0.264	3.12211026350216e-44	"0"	"PCED1B"
"BST2"	2.0862632525818e-48	0.510725115028752	0.533	0.364	8.16667750223146e-44	"0"	"BST2"
"VOPP1"	2.09586002946426e-48	0.653365041781775	0.342	0.186	8.20424408533785e-44	"0"	"VOPP1"
"ARPC1B"	2.11370554129012e-48	0.320198653157023	0.853	0.74	8.27410034138018e-44	"0"	"ARPC1B"
"ALDOA"	3.68756685656878e-48	0.289416664566419	0.911	0.808	1.44349804600385e-43	"0"	"ALDOA"
"PSMA5"	4.61249540827414e-48	0.491429674485642	0.559	0.382	1.80556132756891e-43	"0"	"PSMA5"
"RAB27A"	7.44479283504291e-48	0.572609825000038	0.463	0.293	2.91426415527755e-43	"0"	"RAB27A"
"TNFAIP3"	1.34301582608419e-47	0.292334440756969	0.835	0.684	5.25723545120658e-43	"0"	"TNFAIP3"
"TERF2IP"	1.36475863717102e-47	0.434734909028301	0.663	0.504	5.34234768520594e-43	"0"	"TERF2IP"
"LPXN"	1.85140004729815e-47	0.514314992910389	0.504	0.331	7.24730548514861e-43	"0"	"LPXN"
"CLDND1"	2.53969000501123e-47	0.598266833133628	0.562	0.395	9.94161652461645e-43	"0"	"CLDND1"
"WARS"	4.65939727508879e-47	0.859333129829127	0.225	0.1	1.82392106333351e-42	"0"	"WARS"
"ARL6IP1"	1.30219583243614e-46	0.292643620329982	0.643	0.462	5.09744558607125e-42	"0"	"ARL6IP1"
"DGKH"	1.86363964199269e-46	0.857795267716764	0.144	0.047	7.29521737858037e-42	"0"	"DGKH"
"ABCG1"	2.53854269806561e-46	0.7985288534545	0.148	0.048	9.93712539157782e-42	"0"	"ABCG1"
"RALGDS"	2.54745589999666e-46	0.631525147680905	0.357	0.2	9.97201612053694e-42	"0"	"RALGDS"
"GIMAP6"	2.71632551779663e-46	0.699779698806132	0.311	0.165	1.06330562394149e-41	"0"	"GIMAP6"
"GK"	2.81208519290183e-46	0.938104606287461	0.153	0.053	1.10079074876142e-41	"0"	"GK"
"RP11-305L7.1"	3.02602497272224e-46	0.771387399140106	0.109	0.027	1.18453747557212e-41	"0"	"RP11-305L7.1"
"TAP1"	4.42024689781798e-46	0.479303260616813	0.567	0.396	1.73030564815085e-41	"0"	"TAP1"
"CBLB"	1.22790995523748e-45	0.51706035569842	0.57	0.412	4.80665351977712e-41	"0"	"CBLB"
"C11orf31"	1.64243798018132e-45	0.465510008180949	0.598	0.43	6.42932347341978e-41	"0"	"C11orf31"
"ZBTB38"	1.72669640977342e-45	0.555497889462365	0.5	0.336	6.75915309605806e-41	"0"	"ZBTB38"
