""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"S100A12"	0	4.16423207010617	0.881	0.039	0	"0"	"S100A12"
"S100A8"	0	4.09585810629262	0.96	0.123	0	"0"	"S100A8"
"S100A9"	0	3.91746683251754	0.968	0.154	0	"0"	"S100A9"
"VCAN"	0	3.40652662651234	0.921	0.076	0	"0"	"VCAN"
"LYZ"	0	2.78624764712776	0.979	0.225	0	"0"	"LYZ"
"MNDA"	0	2.55010922531108	0.867	0.147	0	"0"	"MNDA"
"CSF3R"	0	2.53187591421108	0.821	0.107	0	"0"	"CSF3R"
"CD36"	0	2.51371832726345	0.702	0.067	0	"0"	"CD36"
"CSTA"	0	2.51272167764586	0.88	0.13	0	"0"	"CSTA"
"RBP7"	0	2.48185663673543	0.501	0.038	0	"0"	"RBP7"
"FCN1"	0	2.45172934759701	0.933	0.109	0	"0"	"FCN1"
"PLBD1"	0	2.3944809669546	0.627	0.088	0	"0"	"PLBD1"
"CDA"	0	2.34562594743657	0.499	0.039	0	"0"	"CDA"
"NCF2"	0	2.24084150429587	0.779	0.119	0	"0"	"NCF2"
"CD14"	0	2.15547110573109	0.846	0.107	0	"0"	"CD14"
"ASGR1"	0	2.10640493598074	0.472	0.049	0	"0"	"ASGR1"
"BST1"	0	2.07960468456205	0.401	0.035	0	"0"	"BST1"
"RP11-1143G9.4"	0	2.05650690774576	0.345	0.037	0	"0"	"RP11-1143G9.4"
"TNFAIP2"	0	2.01493348162816	0.615	0.091	0	"0"	"TNFAIP2"
"FPR1"	0	2.00948818902029	0.689	0.117	0	"0"	"FPR1"
"CLEC4E"	0	1.99560580401568	0.443	0.049	0	"0"	"CLEC4E"
"SLC11A1"	0	1.98132282206738	0.711	0.113	0	"0"	"SLC11A1"
"CYP1B1"	0	1.97600717400831	0.235	0.012	0	"0"	"CYP1B1"
"RETN"	0	1.97578765937521	0.249	0.019	0	"0"	"RETN"
"CD300E"	0	1.9751413064399	0.492	0.058	0	"0"	"CD300E"
"TREM1"	0	1.96508981689025	0.406	0.053	0	"0"	"TREM1"
"CD302"	0	1.95587486404431	0.752	0.143	0	"0"	"CD302"
"PGD"	0	1.94619315502419	0.753	0.203	0	"0"	"PGD"
"NRGN"	0	1.93823964567166	0.327	0.031	0	"0"	"NRGN"
"LRP1"	0	1.93583104701449	0.558	0.081	0	"0"	"LRP1"
"MPEG1"	0	1.93515680102442	0.668	0.119	0	"0"	"MPEG1"
"MCEMP1"	0	1.91541831337838	0.25	0.01	0	"0"	"MCEMP1"
"CFP"	0	1.90717798177537	0.733	0.115	0	"0"	"CFP"
"CTSS"	0	1.89590307165361	0.978	0.467	0	"0"	"CTSS"
"CLEC12A"	0	1.89380963859446	0.553	0.088	0	"0"	"CLEC12A"
"THBS1"	0	1.87844794192543	0.15	0.022	0	"0"	"THBS1"
"CD93"	0	1.8771429454677	0.426	0.061	0	"0"	"CD93"
"APLP2"	0	1.87345865924948	0.859	0.253	0	"0"	"APLP2"
"CFD"	0	1.86850272268227	0.836	0.142	0	"0"	"CFD"
"NFE2"	0	1.86564287898151	0.219	0.011	0	"0"	"NFE2"
"CES1"	0	1.84157448642678	0.262	0.023	0	"0"	"CES1"
"GCA"	0	1.83897516600629	0.565	0.141	0	"0"	"GCA"
"PRAM1"	0	1.83231305041362	0.486	0.077	0	"0"	"PRAM1"
"NRG1"	0	1.82941683541681	0.23	0.009	0	"0"	"NRG1"
"CYBB"	0	1.81591180876888	0.8	0.175	0	"0"	"CYBB"
"ASGR2"	0	1.80088977229188	0.269	0.023	0	"0"	"ASGR2"
"F13A1"	0	1.79809763711318	0.337	0.039	0	"0"	"F13A1"
"RNASE2"	0	1.79414589763163	0.262	0.023	0	"0"	"RNASE2"
"PYGL"	0	1.79112280629645	0.342	0.045	0	"0"	"PYGL"
"DMXL2"	0	1.78926801347695	0.454	0.067	0	"0"	"DMXL2"
"C19orf38"	0	1.78529669279977	0.53	0.093	0	"0"	"C19orf38"
"TKT"	0	1.78165900133635	0.93	0.409	0	"0"	"TKT"
"CKAP4"	0	1.78000466519312	0.335	0.042	0	"0"	"CKAP4"
"PTAFR"	0	1.7723218593878	0.383	0.06	0	"0"	"PTAFR"
"LINC00937"	0	1.76706226348136	0.242	0.018	0	"0"	"LINC00937"
"TNFSF13B"	0	1.75416998963703	0.652	0.143	0	"0"	"TNFSF13B"
"CLEC4A"	0	1.73666445626295	0.481	0.088	0	"0"	"CLEC4A"
"MEGF9"	0	1.73410897716115	0.397	0.067	0	"0"	"MEGF9"
"NAIP"	0	1.71996455874414	0.559	0.111	0	"0"	"NAIP"
"RNF130"	0	1.70158483455454	0.81	0.201	0	"0"	"RNF130"
"BLVRB"	0	1.69989627092759	0.72	0.191	0	"0"	"BLVRB"
"QPCT"	0	1.6981549391747	0.288	0.039	0	"0"	"QPCT"
"MS4A6A"	0	1.69676227255444	0.873	0.154	0	"0"	"MS4A6A"
"OSCAR"	0	1.69166118210823	0.323	0.05	0	"0"	"OSCAR"
"S100A6"	0	1.69035965361162	0.991	0.855	0	"0"	"S100A6"
"CEBPD"	0	1.68871321967413	0.718	0.178	0	"0"	"CEBPD"
"SULT1A1"	0	1.68790342420619	0.398	0.076	0	"0"	"SULT1A1"
"IGSF6"	0	1.68487439005165	0.625	0.127	0	"0"	"IGSF6"
"SERPINA1"	0	1.68330174821867	0.931	0.193	0	"0"	"SERPINA1"
"LILRB3"	0	1.68007098222545	0.506	0.097	0	"0"	"LILRB3"
"G0S2"	0	1.67958185551428	0.249	0.062	0	"0"	"G0S2"
"CXCL8"	0	1.67392842406137	0.331	0.069	0	"0"	"CXCL8"
"NUP214"	0	1.67046753500904	0.641	0.168	0	"0"	"NUP214"
"BRI3"	0	1.66900671508969	0.621	0.146	0	"0"	"BRI3"
"DUSP6"	0	1.66535287386333	0.616	0.153	0	"0"	"DUSP6"
"TIMP2"	0	1.66496842421845	0.436	0.079	0	"0"	"TIMP2"
"NCF1"	0	1.66263215275157	0.789	0.294	0	"0"	"NCF1"
"ZNF385A"	0	1.65544060083737	0.53	0.113	0	"0"	"ZNF385A"
"AP1S2"	0	1.65232697407686	0.816	0.279	0	"0"	"AP1S2"
"HK3"	0	1.64566404791946	0.34	0.045	0	"0"	"HK3"
"SMARCD3"	0	1.64474113534243	0.241	0.022	0	"0"	"SMARCD3"
"SPI1"	0	1.64238376899556	0.882	0.205	0	"0"	"SPI1"
"GPX1"	0	1.63973721909384	0.972	0.406	0	"0"	"GPX1"
"LILRA5"	0	1.63656873894803	0.447	0.066	0	"0"	"LILRA5"
"RAB32"	0	1.63349302552549	0.453	0.094	0	"0"	"RAB32"
"RAB31"	0	1.63189299059109	0.669	0.158	0	"0"	"RAB31"
"TALDO1"	0	1.63020934296529	0.889	0.401	0	"0"	"TALDO1"
"LILRA2"	0	1.62962467986207	0.466	0.083	0	"0"	"LILRA2"
"PADI4"	0	1.62765147236231	0.198	0.016	0	"0"	"PADI4"
"EMILIN2"	0	1.62492260781422	0.402	0.077	0	"0"	"EMILIN2"
"TSPO"	0	1.62096678449872	0.964	0.578	0	"0"	"TSPO"
"LGALS3"	0	1.61755351913157	0.871	0.252	0	"0"	"LGALS3"
"KLF4"	0	1.61547287767894	0.739	0.183	0	"0"	"KLF4"
"EREG"	0	1.60727887175721	0.178	0.034	0	"0"	"EREG"
"KCNE3"	0	1.60536494410222	0.265	0.032	0	"0"	"KCNE3"
"CYP27A1"	0	1.60352192701029	0.228	0.023	0	"0"	"CYP27A1"
"CD33"	0	1.5966117773198	0.409	0.081	0	"0"	"CD33"
"KCTD12"	0	1.59608751398927	0.508	0.11	0	"0"	"KCTD12"
"SIRPA"	0	1.59600502755327	0.34	0.055	0	"0"	"SIRPA"
"IFI30"	0	1.59563397710222	0.754	0.164	0	"0"	"IFI30"
"TGFBI"	0	1.59546191027942	0.607	0.132	0	"0"	"TGFBI"
"LINC00936"	0	1.59214606986613	0.58	0.201	0	"0"	"LINC00936"
"NFAM1"	0	1.58414735504054	0.274	0.04	0	"0"	"NFAM1"
"TYMP"	0	1.58040615341394	0.879	0.279	0	"0"	"TYMP"
"LRRK2"	0	1.57486407600255	0.376	0.076	0	"0"	"LRRK2"
"AQP9"	0	1.5715990712774	0.173	0.01	0	"0"	"AQP9"
"HRH2"	0	1.56590116953854	0.332	0.066	0	"0"	"HRH2"
"SIRPB1"	0	1.56050336852125	0.323	0.051	0	"0"	"SIRPB1"
"AGTRAP"	0	1.55716521545569	0.74	0.233	0	"0"	"AGTRAP"
"IFNGR2"	0	1.55683477675279	0.624	0.181	0	"0"	"IFNGR2"
"SULF2"	0	1.55528385047385	0.32	0.053	0	"0"	"SULF2"
"IRAK3"	0	1.55119121096893	0.433	0.083	0	"0"	"IRAK3"
"PTCH2"	0	1.54877795178782	0.297	0.083	0	"0"	"PTCH2"
"ZNF467"	0	1.54800655185751	0.234	0.029	0	"0"	"ZNF467"
"CLEC7A"	0	1.54690467030983	0.701	0.153	0	"0"	"CLEC7A"
"JAML"	0	1.54540510147863	0.671	0.189	0	"0"	"JAML"
"CLEC4D"	0	1.54238028776139	0.16	0.006	0	"0"	"CLEC4D"
"GLT1D1"	0	1.53961254971158	0.184	0.011	0	"0"	"GLT1D1"
"CREB5"	0	1.53762347688025	0.279	0.044	0	"0"	"CREB5"
"ANPEP"	0	1.53643388607006	0.265	0.047	0	"0"	"ANPEP"
"RP11-160E2.6"	0	1.5285440539945	0.303	0.077	0	"0"	"RP11-160E2.6"
"PILRA"	0	1.52444576951937	0.594	0.119	0	"0"	"PILRA"
"VSTM1"	0	1.51763925011198	0.168	0.012	0	"0"	"VSTM1"
"TYROBP"	0	1.50801850890126	0.985	0.391	0	"0"	"TYROBP"
"FAM198B"	0	1.50688195612926	0.233	0.031	0	"0"	"FAM198B"
"C5AR1"	0	1.5060588399121	0.512	0.097	0	"0"	"C5AR1"
"LY86"	0	1.50249724630943	0.646	0.166	0	"0"	"LY86"
"PID1"	0	1.50230504136386	0.305	0.052	0	"0"	"PID1"
"HCK"	0	1.49971749507345	0.591	0.139	0	"0"	"HCK"
"RAB3D"	0	1.49877516238192	0.264	0.038	0	"0"	"RAB3D"
"CPPED1"	0	1.49552796229017	0.506	0.123	0	"0"	"CPPED1"
"GRN"	0	1.49063626989696	0.873	0.269	0	"0"	"GRN"
"AIF1"	0	1.48505106466021	0.973	0.286	0	"0"	"AIF1"
"LILRA6"	0	1.48009700620931	0.238	0.034	0	"0"	"LILRA6"
"GAS7"	0	1.47588020939429	0.386	0.078	0	"0"	"GAS7"
"CPVL"	0	1.47346089548963	0.74	0.15	0	"0"	"CPVL"
"TLR2"	0	1.46948486431849	0.359	0.073	0	"0"	"TLR2"
"CD163"	0	1.46377643724475	0.393	0.067	0	"0"	"CD163"
"MAFB"	0	1.45186102617886	0.586	0.133	0	"0"	"MAFB"
"HNMT"	0	1.45171621474558	0.394	0.083	0	"0"	"HNMT"
"RASGRP4"	0	1.45052551233196	0.259	0.04	0	"0"	"RASGRP4"
"FES"	0	1.44921326421063	0.31	0.064	0	"0"	"FES"
"LGALS2"	0	1.44693735129082	0.419	0.094	0	"0"	"LGALS2"
"TMEM91"	0	1.44619607976626	0.233	0.037	0	"0"	"TMEM91"
"CD68"	0	1.44566774748872	0.873	0.19	0	"0"	"CD68"
"BCL6"	0	1.439417759358	0.294	0.062	0	"0"	"BCL6"
"SLC25A37"	0	1.43420787941147	0.41	0.109	0	"0"	"SLC25A37"
"DOK3"	0	1.43270213291979	0.309	0.057	0	"0"	"DOK3"
"CRTAP"	0	1.429629907737	0.687	0.238	0	"0"	"CRTAP"
"LMO2"	0	1.4284432400292	0.249	0.043	0	"0"	"LMO2"
"TMEM170B"	0	1.42748130656994	0.208	0.026	0	"0"	"TMEM170B"
"CCNY"	0	1.42613330807896	0.364	0.078	0	"0"	"CCNY"
"CRISPLD2"	0	1.42301915089304	0.157	0.007	0	"0"	"CRISPLD2"
"RXRA"	0	1.42216258162394	0.354	0.072	0	"0"	"RXRA"
"ODF3B"	0	1.41483942290294	0.66	0.193	0	"0"	"ODF3B"
"IL17RA"	0	1.40748999296059	0.542	0.167	0	"0"	"IL17RA"
"PLXNB2"	0	1.40731476927736	0.35	0.076	0	"0"	"PLXNB2"
"NLRP3"	0	1.40550494813212	0.369	0.079	0	"0"	"NLRP3"
"LTA4H"	0	1.39979461398806	0.749	0.31	0	"0"	"LTA4H"
"FGL2"	0	1.39829849097562	0.728	0.199	0	"0"	"FGL2"
"NAMPT"	0	1.39717873847817	0.701	0.296	0	"0"	"NAMPT"
"SLC7A7"	0	1.3962112424849	0.58	0.147	0	"0"	"SLC7A7"
"PLAUR"	0	1.39043659610249	0.66	0.151	0	"0"	"PLAUR"
"NLRP12"	0	1.38753499358729	0.151	0.01	0	"0"	"NLRP12"
"FGR"	0	1.38727896802136	0.784	0.246	0	"0"	"FGR"
"STXBP2"	0	1.38537710694851	0.772	0.317	0	"0"	"STXBP2"
"NACC2"	0	1.38344834569082	0.218	0.032	0	"0"	"NACC2"
"FOLR3"	0	1.38243375851422	0.136	0.005	0	"0"	"FOLR3"
"MARC1"	0	1.3812279962914	0.12	0.003	0	"0"	"MARC1"
"CD1D"	0	1.37955844810115	0.287	0.058	0	"0"	"CD1D"
"FCGRT"	0	1.37369252192316	0.814	0.252	0	"0"	"FCGRT"
"MTMR11"	0	1.37262717578181	0.228	0.032	0	"0"	"MTMR11"
"KIAA0930"	0	1.37205415492167	0.302	0.074	0	"0"	"KIAA0930"
"LRRC25"	0	1.37121180495908	0.504	0.107	0	"0"	"LRRC25"
"MEFV"	0	1.3711136258677	0.176	0.02	0	"0"	"MEFV"
"S100A11"	0	1.36888188829942	0.976	0.522	0	"0"	"S100A11"
"KLF10"	0	1.36751410939089	0.61	0.225	0	"0"	"KLF10"
"PYCARD"	0	1.3615992137917	0.845	0.344	0	"0"	"PYCARD"
"LILRB2"	0	1.35792530273934	0.587	0.118	0	"0"	"LILRB2"
"CCR1"	0	1.35661308286507	0.252	0.047	0	"0"	"CCR1"
"MBOAT7"	0	1.35370629839596	0.348	0.088	0	"0"	"MBOAT7"
"CEBPB"	0	1.35180424976764	0.756	0.294	0	"0"	"CEBPB"
"NEAT1"	0	1.35129112167805	0.975	0.651	0	"0"	"NEAT1"
"S100A10"	0	1.34778971923764	0.975	0.752	0	"0"	"S100A10"
"UBXN11"	0	1.34578612874506	0.48	0.137	0	"0"	"UBXN11"
"MAP3K3"	0	1.34570308472424	0.309	0.076	0	"0"	"MAP3K3"
"RASSF2"	0	1.3371565223367	0.387	0.106	0	"0"	"RASSF2"
"LY96"	0	1.33359516936532	0.451	0.139	0	"0"	"LY96"
"C4orf48"	0	1.33285012336332	0.7	0.271	0	"0"	"C4orf48"
"LST1"	0	1.33024161931428	0.951	0.236	0	"0"	"LST1"
"CREG1"	0	1.3302372457759	0.415	0.116	0	"0"	"CREG1"
"CTSZ"	0	1.32588104698964	0.568	0.173	0	"0"	"CTSZ"
"CD300LF"	0	1.32381793635348	0.262	0.056	0	"0"	"CD300LF"
"GNAI2"	0	1.32309083355697	0.835	0.364	0	"0"	"GNAI2"
"TNFSF13"	0	1.32242910696491	0.409	0.103	0	"0"	"TNFSF13"
"STAB1"	0	1.3218190298679	0.336	0.056	0	"0"	"STAB1"
"PPIF"	0	1.32144021408873	0.408	0.138	0	"0"	"PPIF"
"SYK"	0	1.31849924659279	0.515	0.156	0	"0"	"SYK"
"LTB4R"	0	1.31752778622301	0.174	0.026	0	"0"	"LTB4R"
"ITGAM"	0	1.31680883479983	0.492	0.123	0	"0"	"ITGAM"
"C10orf54"	0	1.3165128680741	0.843	0.364	0	"0"	"C10orf54"
"RBM47"	0	1.31434869829965	0.346	0.088	0	"0"	"RBM47"
"ACSL1"	0	1.31116644950531	0.346	0.101	0	"0"	"ACSL1"
"SLC15A3"	0	1.30447892215825	0.268	0.059	0	"0"	"SLC15A3"
"EHBP1L1"	0	1.29757808162362	0.353	0.094	0	"0"	"EHBP1L1"
"VNN2"	0	1.29203994724104	0.242	0.061	0	"0"	"VNN2"
"FCGR1A"	0	1.2908085401406	0.328	0.064	0	"0"	"FCGR1A"
"SLC24A4"	0	1.2839445019783	0.182	0.029	0	"0"	"SLC24A4"
"NADK"	0	1.28230270944189	0.333	0.093	0	"0"	"NADK"
"PHC2"	0	1.2819829629296	0.261	0.061	0	"0"	"PHC2"
"MSRB1"	0	1.28149675498611	0.348	0.099	0	"0"	"MSRB1"
"IL1RN"	0	1.28119293490636	0.209	0.032	0	"0"	"IL1RN"
"MGST1"	0	1.28098507081171	0.48	0.072	0	"0"	"MGST1"
"F5"	0	1.28098348085321	0.157	0.017	0	"0"	"F5"
"PLPPR2"	0	1.28016935366986	0.178	0.021	0	"0"	"PLPPR2"
"ADM"	0	1.28009404932942	0.192	0.036	0	"0"	"ADM"
"SMCO4"	0	1.26655374783494	0.322	0.097	0	"0"	"SMCO4"
"CDC42EP3"	0	1.2603658425922	0.598	0.245	0	"0"	"CDC42EP3"
"TIMP1"	0	1.25953475619302	0.776	0.3	0	"0"	"TIMP1"
"GRINA"	0	1.25889617914399	0.638	0.228	0	"0"	"GRINA"
"CCDC88A"	0	1.25223290472727	0.435	0.133	0	"0"	"CCDC88A"
"CLMN"	0	1.25055117048028	0.171	0.023	0	"0"	"CLMN"
"SOX4"	0	1.24834210638965	0.289	0.089	0	"0"	"SOX4"
"NBPF26"	0	1.24578173084965	0.588	0.243	0	"0"	"NBPF26"
"APOBEC3A"	0	1.24508528490994	0.26	0.045	0	"0"	"APOBEC3A"
"NUMB"	0	1.24448885462418	0.515	0.179	0	"0"	"NUMB"
"CEBPA"	0	1.2438271294554	0.213	0.048	0	"0"	"CEBPA"
"CARS2"	0	1.24311773988678	0.239	0.057	0	"0"	"CARS2"
"ADRBK1"	0	1.2372296830377	0.541	0.185	0	"0"	"ADRBK1"
"ARRDC4"	0	1.23417942405837	0.17	0.027	0	"0"	"ARRDC4"
"SLC43A2"	0	1.23371901321419	0.355	0.101	0	"0"	"SLC43A2"
"CHST15"	0	1.23362130965169	0.213	0.047	0	"0"	"CHST15"
"ITGAX"	0	1.22927750583576	0.415	0.12	0	"0"	"ITGAX"
"PLXDC2"	0	1.22864873378956	0.503	0.122	0	"0"	"PLXDC2"
"RTN3"	0	1.22821416485245	0.574	0.23	0	"0"	"RTN3"
"MPP1"	0	1.22723868200559	0.357	0.11	0	"0"	"MPP1"
"SCO2"	0	1.22690382568655	0.368	0.117	0	"0"	"SCO2"
"NBPF14"	0	1.2249686062423	0.453	0.161	0	"0"	"NBPF14"
"GABARAP"	0	1.22255187869038	0.972	0.752	0	"0"	"GABARAP"
"LTBR"	0	1.22215193554306	0.305	0.081	0	"0"	"LTBR"
"HPSE"	0	1.22092324553664	0.181	0.029	0	"0"	"HPSE"
"ALDH3B1"	0	1.22075779662217	0.237	0.057	0	"0"	"ALDH3B1"
"KIF13A"	0	1.21912841882491	0.144	0.015	0	"0"	"KIF13A"
"TRAPPC5"	0	1.21890145800518	0.69	0.296	0	"0"	"TRAPPC5"
"BACH1"	0	1.21809517091534	0.468	0.168	0	"0"	"BACH1"
"IL13RA1"	0	1.21676569582941	0.326	0.081	0	"0"	"IL13RA1"
"TLR4"	0	1.21655773748459	0.219	0.045	0	"0"	"TLR4"
"ALDH2"	0	1.21635158429558	0.595	0.157	0	"0"	"ALDH2"
"CATSPER1"	0	1.21388889790802	0.208	0.031	0	"0"	"CATSPER1"
"IL1B"	0	1.21297446655603	0.381	0.096	0	"0"	"IL1B"
"RP6-159A1.4"	0	1.20838270398865	0.15	0.022	0	"0"	"RP6-159A1.4"
"CD300LB"	0	1.20808936447333	0.187	0.034	0	"0"	"CD300LB"
"PSAP"	0	1.20689618651209	0.969	0.596	0	"0"	"PSAP"
"ROGDI"	0	1.19995904445128	0.272	0.08	0	"0"	"ROGDI"
"PRKCD"	0	1.19677412219405	0.327	0.099	0	"0"	"PRKCD"
"CECR1"	0	1.19386264223118	0.585	0.22	0	"0"	"CECR1"
"FCER1G"	0	1.19338598900527	0.969	0.327	0	"0"	"FCER1G"
"SIRPB2"	0	1.19144755588778	0.168	0.028	0	"0"	"SIRPB2"
"S100A4"	0	1.18970520955769	0.99	0.826	0	"0"	"S100A4"
"COTL1"	0	1.18961091811702	0.971	0.509	0	"0"	"COTL1"
"LINC01272"	0	1.18441242759495	0.474	0.072	0	"0"	"LINC01272"
"SORT1"	0	1.18417528233909	0.194	0.041	0	"0"	"SORT1"
"PTPRE"	0	1.18409513326062	0.617	0.23	0	"0"	"PTPRE"
"OGFRL1"	0	1.17806497836595	0.38	0.114	0	"0"	"OGFRL1"
"CORO1C"	0	1.17745969885913	0.3	0.089	0	"0"	"CORO1C"
"CTB-61M7.2"	0	1.17398333195395	0.11	0.005	0	"0"	"CTB-61M7.2"
"PDLIM7"	0	1.17116525809805	0.235	0.059	0	"0"	"PDLIM7"
"CSF2RB"	0	1.16702430186476	0.171	0.036	0	"0"	"CSF2RB"
"TRIB1"	0	1.16488448777759	0.313	0.098	0	"0"	"TRIB1"
"GPCPD1"	0	1.16323446658768	0.543	0.208	0	"0"	"GPCPD1"
"AC013461.1"	0	1.1619657981955	0.2	0.042	0	"0"	"AC013461.1"
"MARCO"	0	1.15899048136365	0.163	0.023	0	"0"	"MARCO"
"MIDN"	0	1.15791753001526	0.577	0.227	0	"0"	"MIDN"
"UBE2R2"	0	1.15525903999967	0.375	0.124	0	"0"	"UBE2R2"
"EIF4EBP1"	0	1.15479365391152	0.452	0.163	0	"0"	"EIF4EBP1"
"LACTB"	0	1.1547539526346	0.33	0.102	0	"0"	"LACTB"
"RELT"	0	1.15409061360285	0.356	0.111	0	"0"	"RELT"
"YBX3"	0	1.15301669046475	0.437	0.14	0	"0"	"YBX3"
"RAC1"	0	1.15299918600264	0.849	0.423	0	"0"	"RAC1"
"ATP6V0B"	0	1.1520122316576	0.849	0.438	0	"0"	"ATP6V0B"
"CST3"	0	1.14741490587944	0.985	0.281	0	"0"	"CST3"
"LILRA1"	0	1.14402950523893	0.274	0.066	0	"0"	"LILRA1"
"ALOX5"	0	1.14280264781355	0.402	0.13	0	"0"	"ALOX5"
"SERPINB1"	0	1.14217631314723	0.811	0.439	0	"0"	"SERPINB1"
"MARCKS"	0	1.14206271898932	0.396	0.125	0	"0"	"MARCKS"
"ANXA2"	0	1.13983196115646	0.857	0.435	0	"0"	"ANXA2"
"PRKACA"	0	1.1392403308971	0.239	0.06	0	"0"	"PRKACA"
"RNASE6"	0	1.13877858365268	0.496	0.136	0	"0"	"RNASE6"
"CHP1"	0	1.13833086509925	0.361	0.12	0	"0"	"CHP1"
"TBXAS1"	0	1.1382589440832	0.552	0.18	0	"0"	"TBXAS1"
"SHTN1"	0	1.1376430122835	0.25	0.065	0	"0"	"SHTN1"
"TMEM176B"	0	1.13715025192967	0.494	0.13	0	"0"	"TMEM176B"
"GNAQ"	0	1.13516947738452	0.369	0.12	0	"0"	"GNAQ"
"CAPG"	0	1.13410785616788	0.685	0.247	0	"0"	"CAPG"
"ARHGAP26"	0	1.13325783861298	0.302	0.076	0	"0"	"ARHGAP26"
"FCAR"	0	1.13138175318303	0.116	0.009	0	"0"	"FCAR"
"ALDH1A1"	0	1.13020593590608	0.19	0.043	0	"0"	"ALDH1A1"
"LGALS1"	0	1.12858279754721	0.959	0.561	0	"0"	"LGALS1"
"CAPNS1"	0	1.12809308834395	0.553	0.214	0	"0"	"CAPNS1"
"DYSF"	0	1.12679008420649	0.107	0.011	0	"0"	"DYSF"
"DPYSL2"	0	1.12488414259847	0.318	0.101	0	"0"	"DPYSL2"
"HK2"	0	1.12479223282868	0.159	0.03	0	"0"	"HK2"
"QKI"	0	1.12452449671916	0.396	0.13	0	"0"	"QKI"
"RNF24"	0	1.12328020918987	0.2	0.048	0	"0"	"RNF24"
"AGFG1"	0	1.12284394334767	0.301	0.085	0	"0"	"AGFG1"
"ATP6V0D1"	0	1.1183981235445	0.639	0.279	0	"0"	"ATP6V0D1"
"SLC31A2"	0	1.11550190168214	0.313	0.099	0	"0"	"SLC31A2"
"UBE2D1"	0	1.1128207022034	0.439	0.169	0	"0"	"UBE2D1"
"ADGRE2"	0	1.10859125989878	0.342	0.103	0	"0"	"ADGRE2"
"GSTP1"	0	1.1085172774709	0.957	0.639	0	"0"	"GSTP1"
"C9orf72"	0	1.10617115075411	0.337	0.111	0	"0"	"C9orf72"
"FTH1"	0	1.10348924128816	1	0.992	0	"0"	"FTH1"
"TLE3"	0	1.10338113139859	0.327	0.108	0	"0"	"TLE3"
"CD300C"	0	1.1031405593694	0.251	0.07	0	"0"	"CD300C"
"TMEM176A"	0	1.09890068012046	0.398	0.11	0	"0"	"TMEM176A"
"APOBR"	0	1.09498699752941	0.249	0.072	0	"0"	"APOBR"
"INPPL1"	0	1.09398502680172	0.208	0.052	0	"0"	"INPPL1"
"PECAM1"	0	1.09279697410904	0.579	0.202	0	"0"	"PECAM1"
"ZYX"	0	1.09146175602852	0.786	0.389	0	"0"	"ZYX"
"FTL"	0	1.09007299131797	1	0.987	0	"0"	"FTL"
"ATP6V0A1"	0	1.08737790429045	0.223	0.054	0	"0"	"ATP6V0A1"
"PAK1"	0	1.08726904134403	0.377	0.139	0	"0"	"PAK1"
"CTSH"	0	1.0854227572315	0.709	0.253	0	"0"	"CTSH"
"ZDHHC7"	0	1.08386513847808	0.346	0.114	0	"0"	"ZDHHC7"
"JUND"	0	1.08093246760394	0.799	0.476	0	"0"	"JUND"
"MYO1F"	0	1.07902353524812	0.737	0.332	0	"0"	"MYO1F"
"C15orf39"	0	1.07877877749588	0.298	0.095	0	"0"	"C15orf39"
"PPP1R9B"	0	1.07749517700599	0.288	0.09	0	"0"	"PPP1R9B"
"NAGK"	0	1.07308175435407	0.43	0.179	0	"0"	"NAGK"
"SOD2"	0	1.07293683614175	0.712	0.356	0	"0"	"SOD2"
"PLA2G7"	0	1.07204311924464	0.154	0.024	0	"0"	"PLA2G7"
"NOTCH2"	0	1.07055417208623	0.374	0.13	0	"0"	"NOTCH2"
"FCGR2A"	0	1.07037746528071	0.518	0.13	0	"0"	"FCGR2A"
"TCIRG1"	0	1.06201925891861	0.632	0.274	0	"0"	"TCIRG1"
"POU2F2"	0	1.06123952220244	0.512	0.205	0	"0"	"POU2F2"
"GAA"	0	1.05930679978291	0.327	0.112	0	"0"	"GAA"
"NCF4"	0	1.05786710981654	0.372	0.144	0	"0"	"NCF4"
"AP2S1"	0	1.05748144988822	0.822	0.409	0	"0"	"AP2S1"
"ATP6V1B2"	0	1.05536091189952	0.476	0.181	0	"0"	"ATP6V1B2"
"GNS"	0	1.05402380479257	0.397	0.137	0	"0"	"GNS"
"HEBP1"	0	1.05233444460382	0.339	0.124	0	"0"	"HEBP1"
"TMEM205"	0	1.05198182845909	0.441	0.174	0	"0"	"TMEM205"
"RAB11FIP1"	0	1.05142424541917	0.455	0.185	0	"0"	"RAB11FIP1"
"PPT1"	0	1.04808293414275	0.676	0.291	0	"0"	"PPT1"
"PGLS"	0	1.04624499240591	0.751	0.387	0	"0"	"PGLS"
"COMT"	0	1.04584882397527	0.566	0.242	0	"0"	"COMT"
"ADAM15"	0	1.04557559872074	0.276	0.087	0	"0"	"ADAM15"
"HBEGF"	0	1.04484086962425	0.254	0.069	0	"0"	"HBEGF"
"AHR"	0	1.04465414648571	0.436	0.179	0	"0"	"AHR"
"CTSB"	0	1.04452049119152	0.811	0.343	0	"0"	"CTSB"
"SCPEP1"	0	1.04163335004305	0.491	0.192	0	"0"	"SCPEP1"
"ASAH1"	0	1.04124575687163	0.78	0.359	0	"0"	"ASAH1"
