""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"ODF3B"	1.59729772560678e-48	0.756581990349298	0.152	0.051	7.19870138976463e-44	"2"	"ODF3B"
"TXNDC17"	2.50308005578684e-48	0.640356849594431	0.296	0.147	1.12808811954202e-43	"2"	"TXNDC17"
"RHBDD2"	3.4508507843307e-48	0.574945807652959	0.432	0.255	1.55522943148216e-43	"2"	"RHBDD2"
"PSMB1"	3.98473632240967e-48	0.396163121467466	0.672	0.503	1.79584096578359e-43	"2"	"PSMB1"
"MYH9"	4.30185326956071e-48	0.412355905257431	0.731	0.566	1.93875923152562e-43	"2"	"MYH9"
"LAPTM4A"	4.86765567832612e-48	0.502580802537722	0.387	0.214	2.19375506110801e-43	"2"	"LAPTM4A"
"NDUFA4"	1.31763005672947e-47	0.307075284685361	0.885	0.77	5.93829513966837e-43	"2"	"NDUFA4"
"TMED9"	1.64239694886093e-47	0.51212652791813	0.424	0.249	7.40195456912643e-43	"2"	"TMED9"
"ROMO1"	2.09932840434948e-47	0.478822107324686	0.549	0.371	9.46125325272226e-43	"2"	"ROMO1"
"LINC00426"	2.34115185158691e-47	0.675418136791961	0.174	0.064	1.05511031647319e-42	"2"	"LINC00426"
"ISG15"	4.40399141435458e-47	0.623903012218239	0.35	0.189	1.98479085062132e-42	"2"	"ISG15"
"CCND2"	4.55817496149893e-47	0.587610941679832	0.374	0.212	2.05427829164834e-42	"2"	"CCND2"
"NAMPT"	4.64025521310226e-47	0.720750061197647	0.316	0.167	2.09127021944092e-42	"2"	"NAMPT"
"GLIPR2"	6.79938759283979e-47	0.563488308546462	0.32	0.166	3.06434800034104e-42	"2"	"GLIPR2"
"HTATIP2"	7.98143181786609e-47	0.603262826332235	0.277	0.134	3.59707169167589e-42	"2"	"HTATIP2"
"HMGB2"	9.99672382217428e-47	0.538288792224181	0.512	0.333	4.5053234921775e-42	"2"	"HMGB2"
"MYO1F"	1.08545435286054e-46	0.580701154393071	0.265	0.125	4.89192567747189e-42	"2"	"MYO1F"
"ATP5G3"	1.44696796575872e-46	0.403122213905742	0.689	0.546	6.52119522808142e-42	"2"	"ATP5G3"
"GABARAPL2"	1.98330103254696e-46	0.471593874593733	0.569	0.396	8.93834109348262e-42	"2"	"GABARAPL2"
"CNN2"	2.13337052543369e-46	0.412328793195174	0.769	0.664	9.61467428402457e-42	"2"	"CNN2"
"UQCR11"	2.15334406103002e-46	0.306918353674802	0.866	0.743	9.7046910142501e-42	"2"	"UQCR11"
"HSP90AA11"	3.24440399536087e-46	0.252205673124587	0.906	0.822	1.46218799262924e-41	"2"	"HSP90AA1"
"NDUFB3"	3.63968675715282e-46	0.490370376700137	0.414	0.243	1.64033402771363e-41	"2"	"NDUFB3"
"GABARAP"	4.49183014166843e-46	0.294833933850864	0.851	0.74	2.02437800824713e-41	"2"	"GABARAP"
"C9orf16"	9.23414622194862e-46	0.429183119740732	0.705	0.551	4.16164501930781e-41	"2"	"C9orf16"
"USMG5"	1.19012004235686e-45	0.359956161968925	0.749	0.598	5.3636330068939e-41	"2"	"USMG5"
"CSK"	1.39348092104687e-45	0.555825259081119	0.406	0.243	6.28013981497404e-41	"2"	"CSK"
"ACSL4"	1.41577633434959e-45	0.66500125249781	0.139	0.046	6.38062078364674e-41	"2"	"ACSL4"
"NDUFAB1"	1.6916512764479e-45	0.462774317841961	0.452	0.272	7.62393397269539e-41	"2"	"NDUFAB1"
"AP2S1"	1.70405430922232e-45	0.521802410449781	0.39	0.225	7.67983196080313e-41	"2"	"AP2S1"
"CFLAR"	1.82080586798672e-45	0.497921404322656	0.499	0.325	8.20600788584257e-41	"2"	"CFLAR"
"SNX10"	2.81226122125344e-45	0.641638703531039	0.147	0.05	1.2674298871945e-40	"2"	"SNX10"
"MAP4K1"	3.02792930003856e-45	0.524103536037434	0.349	0.188	1.36462717694138e-40	"2"	"MAP4K1"
"MCM5"	3.69979942412038e-45	0.681921134918166	0.165	0.061	1.66742560446257e-40	"2"	"MCM5"
"SRI"	8.25373925261978e-45	0.505357064278296	0.467	0.293	3.71979520637068e-40	"2"	"SRI"
"FABP5"	9.86536312366633e-45	0.93818128381157	0.176	0.07	4.44612185257394e-40	"2"	"FABP5"
"CHST11"	1.15468213095732e-44	0.562310271002548	0.252	0.117	5.20392142779846e-40	"2"	"CHST11"
"PPDPF"	1.34533563377696e-44	0.254639084551497	0.943	0.884	6.06315863430599e-40	"2"	"PPDPF"
"SPN"	1.40356381491074e-44	0.547459268935531	0.312	0.162	6.32558140103973e-40	"2"	"SPN"
"NUDT5"	1.48984593961757e-44	0.541161230995166	0.297	0.15	6.71443768066846e-40	"2"	"NUDT5"
"CMC2"	2.11084528568144e-44	0.517401936437745	0.363	0.2	9.51315753350909e-40	"2"	"CMC2"
"FAM96B"	2.17941613555119e-44	0.452547112577483	0.493	0.316	9.8221926397021e-40	"2"	"FAM96B"
"SPOCK2"	2.22425503722024e-44	0.395396215043367	0.717	0.569	1.00242726017442e-39	"2"	"SPOCK2"
"TALDO1"	2.45038646487578e-44	0.460300653912887	0.463	0.291	1.10434017199022e-39	"2"	"TALDO1"
"SCAMP2"	2.46937021567079e-44	0.520227844479782	0.402	0.237	1.11289576879851e-39	"2"	"SCAMP2"
"HSPA8"	3.59920075585326e-44	0.276658757926437	0.954	0.924	1.62208779664795e-39	"2"	"HSPA8"
"AHNAK"	3.6181134098389e-44	0.409498281108246	0.616	0.438	1.6306113515462e-39	"2"	"AHNAK"
"MT1F"	4.29875051884985e-44	0.771029529901713	0.222	0.098	1.93736088383525e-39	"2"	"MT1F"
"ISG20"	4.53618205590024e-44	0.472047331202612	0.694	0.552	2.04436652895312e-39	"2"	"ISG20"
"NAB1"	5.6016075473543e-44	0.629831674399897	0.106	0.029	2.52453248944164e-39	"2"	"NAB1"
"ZNHIT1"	5.7078568249219e-44	0.462457284214759	0.421	0.249	2.5724169138558e-39	"2"	"ZNHIT1"
"RAB33A"	6.21875128334996e-44	0.618780977974131	0.113	0.032	2.80266682838016e-39	"2"	"RAB33A"
"CCR6"	6.36908901188912e-44	0.740596672303923	0.204	0.088	2.87042103587819e-39	"2"	"CCR6"
"RAN"	1.16301026175884e-43	0.333960980438566	0.787	0.643	5.24145464769472e-39	"2"	"RAN"
"ECH1"	1.90018049114984e-43	0.445702550321106	0.477	0.3	8.56373343751409e-39	"2"	"ECH1"
"SKAP1"	2.43694979005358e-43	0.415743046452549	0.625	0.46	1.09828453138135e-38	"2"	"SKAP1"
"NDUFB1"	3.50887124575993e-43	0.46311098972013	0.503	0.331	1.58137809303909e-38	"2"	"NDUFB1"
"UBE2A"	3.57111127304906e-43	0.529077920986481	0.285	0.143	1.60942842853775e-38	"2"	"UBE2A"
"SGMS1"	5.2195832471176e-43	0.703968796237841	0.184	0.076	2.35236177781096e-38	"2"	"SGMS1"
"SFT2D1"	5.44810451286265e-43	0.562624672022298	0.305	0.16	2.45535174185694e-38	"2"	"SFT2D1"
"GNG2"	5.69984032499993e-43	0.414174149939639	0.552	0.377	2.56880403767097e-38	"2"	"GNG2"
"TNIP1"	7.66865734509146e-43	0.523058066550189	0.402	0.24	3.45611049228582e-38	"2"	"TNIP1"
"PLP2"	8.91155338132883e-43	0.379415012313753	0.713	0.564	4.01625887789728e-38	"2"	"PLP2"
"CLTA"	1.12977359987372e-42	0.501146659905149	0.408	0.244	5.09166365991088e-38	"2"	"CLTA"
"HNRNPK"	1.36492000315176e-42	0.308667720179927	0.83	0.719	6.15142147020435e-38	"2"	"HNRNPK"
"TSPAN5"	1.37803633899137e-42	0.65379911621391	0.164	0.063	6.21053417256629e-38	"2"	"TSPAN5"
"RNF181"	1.73632602496781e-42	0.482927718669663	0.406	0.24	7.82527412932495e-38	"2"	"RNF181"
"ATP6V0B"	2.793711276263e-42	0.500330688772064	0.411	0.246	1.25906979798621e-37	"2"	"ATP6V0B"
"LIMA1"	3.39317654955609e-42	0.669069295341716	0.141	0.049	1.52923680735394e-37	"2"	"LIMA1"
"GATA3"	4.12451926087206e-42	0.480887466735609	0.434	0.266	1.85883834048982e-37	"2"	"GATA3"
"VASP"	4.80577746513205e-42	0.517202638326593	0.326	0.176	2.16586778798571e-37	"2"	"VASP"
"SOD1"	4.96181893698969e-42	0.333759271780006	0.85	0.743	2.23619255852252e-37	"2"	"SOD1"
"PRELID1"	5.27421736832347e-42	0.454627465781757	0.504	0.333	2.37698428355602e-37	"2"	"PRELID1"
"ATP6V0D1"	6.21474846430231e-42	0.571536615690127	0.235	0.109	2.80086283789176e-37	"2"	"ATP6V0D1"
"LIME1"	7.03146860432154e-42	0.485046901770813	0.545	0.389	3.16894227059563e-37	"2"	"LIME1"
"HNRNPA3"	1.01060066683643e-41	0.354501119770258	0.729	0.582	4.55457508529844e-37	"2"	"HNRNPA3"
"PAM"	1.43966544064042e-41	0.581500108957896	0.143	0.05	6.48828420787823e-37	"2"	"PAM"
"MAP2K3"	1.74735992727398e-41	0.616304932178608	0.251	0.121	7.87500172023839e-37	"2"	"MAP2K3"
"COX6C"	2.14288147531518e-41	0.265858525898963	0.896	0.813	9.65753823295047e-37	"2"	"COX6C"
"RNF167"	3.43525969327726e-41	0.47507033499281	0.46	0.291	1.5482028385662e-36	"2"	"RNF167"
"ATP6V1D"	3.61562772882648e-41	0.553587380842043	0.161	0.061	1.62949110482752e-36	"2"	"ATP6V1D"
"TRBC2"	3.74083766660352e-41	0.43614841316358	0.784	0.66	1.68592071958487e-36	"2"	"TRBC2"
"PRDX5"	4.23675448739751e-41	0.457434421896161	0.5	0.329	1.90942051238031e-36	"2"	"PRDX5"
"RABAC1"	4.70892218834987e-41	0.393196460670413	0.606	0.436	2.12221705184552e-36	"2"	"RABAC1"
"PTPN22"	4.74156648780767e-41	0.566488889580228	0.277	0.141	2.13692918472516e-36	"2"	"PTPN22"
"PYCARD"	5.49384717397341e-41	0.593460167979604	0.304	0.163	2.47596704436634e-36	"2"	"PYCARD"
"MRPL28"	5.73963520560092e-41	0.563585085734746	0.227	0.104	2.58673879446022e-36	"2"	"MRPL28"
"ANXA11"	6.69391681856205e-41	0.372620971575223	0.662	0.491	3.01681443178955e-36	"2"	"ANXA11"
"PSMA4"	6.90247517222446e-41	0.510842404838101	0.338	0.189	3.11080751061812e-36	"2"	"PSMA4"
"UBB"	8.4850575002442e-41	0.273284010272357	0.868	0.774	3.82404571421006e-36	"2"	"UBB"
"CD63"	9.46520878582262e-41	0.49131121879953	0.339	0.189	4.26578029559454e-36	"2"	"CD63"
"SYT11"	1.0502156219704e-40	0.655306566004906	0.12	0.039	4.73311176509619e-36	"2"	"SYT11"
"OSTF1"	1.27053014912062e-40	0.442359291720119	0.516	0.342	5.72602527605682e-36	"2"	"OSTF1"
"DCTN3"	1.47337701868938e-40	0.481177539225222	0.446	0.281	6.64021554782931e-36	"2"	"DCTN3"
"ARPC5L"	1.97290083710008e-40	0.488542577447549	0.427	0.265	8.89146949264263e-36	"2"	"ARPC5L"
"CACYBP"	2.94216093651389e-40	0.562326044952968	0.506	0.344	1.32597309086808e-35	"2"	"CACYBP"
"RAB1B"	3.96624068952568e-40	0.502014326955143	0.376	0.222	1.78750535395543e-35	"2"	"RAB1B"
"CALR"	6.33220982233086e-40	0.412755740747457	0.701	0.55	2.85380032272807e-35	"2"	"CALR"
"MRPL52"	6.57708412437624e-40	0.45828293452049	0.423	0.257	2.96416027317389e-35	"2"	"MRPL52"
"BCL2L1"	8.29836943134015e-40	0.771368740143502	0.155	0.06	3.73990913531638e-35	"2"	"BCL2L1"
"COA3"	8.88143118226018e-40	0.605569519650608	0.202	0.089	4.00268340522102e-35	"2"	"COA3"
"NEDD8"	1.16560811469426e-39	0.369308181896497	0.631	0.471	5.25316265130409e-35	"2"	"NEDD8"
"VPS25"	1.22207202063373e-39	0.558453102567816	0.176	0.072	5.50763418259212e-35	"2"	"VPS25"
"CSNK2B"	1.90431562523778e-39	0.380724719322463	0.582	0.418	8.58236965982162e-35	"2"	"CSNK2B"
"SNRPB"	2.13480953487355e-39	0.405519771965422	0.599	0.44	9.62115961176812e-35	"2"	"SNRPB"
"RAB11B"	2.14417152677604e-39	0.466533352209758	0.413	0.252	9.66335223687426e-35	"2"	"RAB11B"
"PLEK"	2.302908471402e-39	0.812607913262709	0.109	0.034	1.03787478989145e-34	"2"	"PLEK"
"CALM3"	3.73321442467387e-39	0.421546307163572	0.674	0.531	1.68248507691202e-34	"2"	"CALM3"
"STX11"	9.86585159894468e-39	0.612701615986457	0.146	0.055	4.44634199861239e-34	"2"	"STX11"
"CALHM2"	1.12296729977125e-38	0.635675415903692	0.136	0.049	5.06098902660909e-34	"2"	"CALHM2"
"PIN1"	1.48948419206373e-38	0.480714234637037	0.379	0.222	6.7128073567928e-34	"2"	"PIN1"
"GBP4"	1.7795057772756e-38	0.612378760817412	0.201	0.091	8.01987663702566e-34	"2"	"GBP4"
"SURF4"	1.85571986148564e-38	0.457771891811881	0.376	0.22	8.36335827174346e-34	"2"	"SURF4"
"HPRT1"	2.21430935040373e-38	0.541352584341551	0.288	0.154	9.97944938039953e-34	"2"	"HPRT1"
"GUK1"	2.6448625276586e-38	0.310221712456809	0.712	0.553	1.19198664396518e-33	"2"	"GUK1"
"GBP1"	2.97377904419381e-38	0.659845512591646	0.205	0.093	1.34022273963727e-33	"2"	"GBP1"
"CTSD"	4.6199287976598e-38	0.445227292694528	0.491	0.328	2.08210951052932e-33	"2"	"CTSD"
"GADD45A"	4.99104649626766e-38	0.68055937049631	0.184	0.08	2.24936483493791e-33	"2"	"GADD45A"
"RAB27A"	6.94221296801185e-38	0.575156623003091	0.226	0.108	3.12871654042358e-33	"2"	"RAB27A"
"SH3BP1"	8.76046258974147e-38	0.469455406239523	0.326	0.181	3.94816527994469e-33	"2"	"SH3BP1"
"PDZD11"	1.07536239064026e-37	0.575099029442686	0.149	0.057	4.84644322213754e-33	"2"	"PDZD11"
"PDCD6"	1.60833759472112e-37	0.44206484381189	0.432	0.274	7.24845587188913e-33	"2"	"PDCD6"
"CD59"	1.76361621210773e-37	0.631427421634492	0.201	0.092	7.9482655447271e-33	"2"	"CD59"
"NUDT21"	1.79671709652983e-37	0.46222426218076	0.379	0.225	8.09744461064066e-33	"2"	"NUDT21"
"GLRX3"	2.08550542234889e-37	0.540812154182763	0.249	0.125	9.39895583744197e-33	"2"	"GLRX3"
"TMEM9B"	3.09353176166635e-37	0.46014330175618	0.312	0.17	1.39419289434779e-32	"2"	"TMEM9B"
"LAMTOR2"	4.12133001726453e-37	0.475932414062412	0.306	0.166	1.85740101218078e-32	"2"	"LAMTOR2"
"YWHAH"	4.40717161078065e-37	0.553819622065899	0.224	0.107	1.98622410154662e-32	"2"	"YWHAH"
"OTUB1"	5.58076498617333e-37	0.398503774385108	0.488	0.325	2.5151391639686e-32	"2"	"OTUB1"
"LSM2"	5.80069722629536e-37	0.462698586121851	0.351	0.2	2.61425822594679e-32	"2"	"LSM2"
"CSTB"	5.81109053111929e-37	0.372285535890302	0.6	0.445	2.61894228056484e-32	"2"	"CSTB"
"HCST"	6.09076219399531e-37	0.326662876587366	0.834	0.749	2.74498470558981e-32	"2"	"HCST"
"CD2BP2"	6.6485478251849e-37	0.573372778965746	0.221	0.105	2.99636753385433e-32	"2"	"CD2BP2"
"EFHD2"	6.70715295272105e-37	0.557173130842775	0.178	0.076	3.02277969273232e-32	"2"	"EFHD2"
"MSN"	8.90178564283239e-37	0.372843841021905	0.606	0.449	4.0118567535117e-32	"2"	"MSN"
"PBXIP1"	1.96017491100796e-36	0.464674695859644	0.51	0.352	8.83411628893068e-32	"2"	"PBXIP1"
"MTHFD2"	2.39602608066608e-36	0.522403033951411	0.305	0.168	1.07984103403459e-31	"2"	"MTHFD2"
"SH3KBP1"	2.65243556136894e-36	0.405780168738678	0.51	0.347	1.19539965879775e-31	"2"	"SH3KBP1"
"CCDC53"	3.20701379532922e-36	0.473859635030336	0.292	0.157	1.44533697727897e-31	"2"	"CCDC53"
"PSMC4"	4.13500691988932e-36	0.497393977018703	0.289	0.157	1.86356491865572e-31	"2"	"PSMC4"
"PTPN7"	4.30321495867047e-36	0.493359837595579	0.354	0.208	1.93937291757361e-31	"2"	"PTPN7"
"AHR"	4.59762557218939e-36	0.589070897472041	0.245	0.125	2.07205789287432e-31	"2"	"AHR"
"MPC2"	5.20220365452815e-36	0.42763091808006	0.45	0.288	2.34452914302275e-31	"2"	"MPC2"
"VAMP5"	5.22017955866344e-36	0.493056152028724	0.371	0.227	2.35263052349844e-31	"2"	"VAMP5"
"DR1"	5.23549515875349e-36	0.495398201642149	0.306	0.17	2.35953295814702e-31	"2"	"DR1"
"POLR2G"	5.58194848084198e-36	0.446145521755742	0.378	0.229	2.51567254134586e-31	"2"	"POLR2G"
"TIMM8B"	6.90413816134871e-36	0.571082775659105	0.231	0.114	3.11155698655664e-31	"2"	"TIMM8B"
"COMMD4"	6.95643075149944e-36	0.570712660891497	0.172	0.073	3.13512421108577e-31	"2"	"COMMD4"
"TMCO1"	7.35547407081211e-36	0.468269432677135	0.355	0.21	3.3149650542336e-31	"2"	"TMCO1"
"PSMA3"	7.93055246581159e-36	0.442701604404966	0.366	0.219	3.57414138529197e-31	"2"	"PSMA3"
"MDH2"	8.39604737029814e-36	0.37673563194805	0.593	0.439	3.78393062884597e-31	"2"	"MDH2"
"CKS2"	9.69581792046168e-36	0.523853029008885	0.252	0.129	4.36971122039367e-31	"2"	"CKS2"
"BAX"	9.90881408931127e-36	0.496187989401641	0.486	0.332	4.46570433377081e-31	"2"	"BAX"
"SF3B6"	1.04167954466323e-35	0.363009991466132	0.581	0.424	4.69464137188824e-31	"2"	"SF3B6"
"ETHE1"	1.294368844459e-35	0.485892317417801	0.34	0.199	5.83346150820782e-31	"2"	"ETHE1"
"MDH1"	1.31692572414976e-35	0.436334509522667	0.41	0.256	5.93512085359812e-31	"2"	"MDH1"
"SEC11A"	1.50014280183829e-35	0.408279449451383	0.521	0.363	6.76084357932482e-31	"2"	"SEC11A"
"NDUFB4"	1.70372518153415e-35	0.357912852151627	0.646	0.491	7.67834864813812e-31	"2"	"NDUFB4"
"CCDC107"	1.86428516776568e-35	0.423902936233897	0.362	0.212	8.40196039408637e-31	"2"	"CCDC107"
"TWF2"	1.91194710116933e-35	0.441665680614124	0.393	0.244	8.61676319554994e-31	"2"	"TWF2"
"CASP4"	2.77459977545946e-35	0.438330429306529	0.43	0.273	1.25045662680407e-30	"2"	"CASP4"
"ARPC4"	3.17188376836894e-35	0.49945558798954	0.348	0.203	1.42950457672851e-30	"2"	"ARPC4"
"POLR2L"	3.24309576715799e-35	0.370009871177453	0.654	0.501	1.46159840034276e-30	"2"	"POLR2L"
"ANXA4"	3.81850249052437e-35	0.601062934245294	0.124	0.045	1.72092270242953e-30	"2"	"ANXA4"
"ERH"	4.15381168103467e-35	0.375691507021607	0.546	0.382	1.8720398484087e-30	"2"	"ERH"
"DUSP23"	5.38815285351791e-35	0.55156772160493	0.187	0.084	2.42833272802345e-30	"2"	"DUSP23"
"MIEN1"	5.92453552196855e-35	0.497022943394956	0.318	0.182	2.67006966904079e-30	"2"	"MIEN1"
"RILPL2"	5.9423734592929e-35	0.469870604488817	0.308	0.172	2.67810887063412e-30	"2"	"RILPL2"
"ARPP19"	6.24456713477642e-35	0.511297358716575	0.3	0.168	2.81430151630104e-30	"2"	"ARPP19"
"ATXN1"	6.36879967984318e-35	0.471903974505411	0.216	0.103	2.87029063971172e-30	"2"	"ATXN1"
"RHOF"	6.45543887518988e-35	0.4042489215016	0.501	0.338	2.90933719227057e-30	"2"	"RHOF"
"LGALS9"	7.02062202756907e-35	0.594190981883716	0.175	0.077	3.16405393538483e-30	"2"	"LGALS9"
"SLC25A5"	7.16522269218661e-35	0.32997747341912	0.736	0.616	3.22922256291466e-30	"2"	"SLC25A5"
"BAK1"	8.57617140563809e-35	0.566272447420685	0.162	0.068	3.86510892909297e-30	"2"	"BAK1"
"FERMT3"	8.79701599293712e-35	0.466763733696787	0.372	0.228	3.9646391676969e-30	"2"	"FERMT3"
"MYEOV2"	9.71695808921113e-35	0.380549874074205	0.511	0.355	4.37923867164567e-30	"2"	"MYEOV2"
"SEPT11"	1.12528614828951e-34	0.557706222318619	0.134	0.051	5.07143961311118e-30	"2"	"SEPT11"
"NAA10"	1.17169739388579e-34	0.421030641839356	0.371	0.225	5.28060581476446e-30	"2"	"NAA10"
"SPPL2A"	1.1900909734252e-34	0.505371064158804	0.209	0.099	5.36350199903267e-30	"2"	"SPPL2A"
"MAN1A2"	1.26519470081658e-34	0.545122518704336	0.261	0.138	5.70197947764017e-30	"2"	"MAN1A2"
"CISD3"	1.30714410683453e-34	0.587734801827707	0.198	0.093	5.89103706068185e-30	"2"	"CISD3"
"ALOX5AP"	1.44784822187657e-34	0.486219973563786	0.455	0.312	6.52516236635331e-30	"2"	"ALOX5AP"
"MRPL41"	1.58938487884759e-34	0.429789620938596	0.414	0.258	7.16303977199033e-30	"2"	"MRPL41"
"LAG3"	1.61068853128312e-34	1.36503226818929	0.117	0.042	7.25905107278678e-30	"2"	"LAG3"
"NDUFA3"	2.20014919724273e-34	0.363600501914147	0.605	0.451	9.91563240213354e-30	"2"	"NDUFA3"
"NDUFC2"	2.372354789061e-34	0.474532068330103	0.365	0.223	1.06917285633401e-29	"2"	"NDUFC2"
"IGFLR1"	2.73254450455459e-34	0.551049895776025	0.225	0.113	1.23150315731266e-29	"2"	"IGFLR1"
"NABP2"	3.20916987255041e-34	0.539049900561793	0.158	0.066	1.44630867816102e-29	"2"	"NABP2"
"YIPF3"	3.40218468522837e-34	0.45716613864681	0.265	0.14	1.53329659393872e-29	"2"	"YIPF3"
"C11orf98"	3.89606412281649e-34	0.500183778240165	0.249	0.129	1.75587817887094e-29	"2"	"C11orf98"
"RHEB"	4.19486526442507e-34	0.5106725547261	0.302	0.17	1.89054187737109e-29	"2"	"RHEB"
"GLIPR1"	4.36562596304051e-34	0.449389217131647	0.421	0.271	1.9675003090231e-29	"2"	"GLIPR1"
"EIF4E"	4.47192639524658e-34	0.465417677477928	0.308	0.175	2.01540778780973e-29	"2"	"EIF4E"
"DNAJC15"	4.51079231024697e-34	0.430983553288066	0.342	0.2	2.0329238783821e-29	"2"	"DNAJC15"
"HSPB11"	4.55198157692782e-34	0.48077809744461	0.299	0.168	2.05148705708983e-29	"2"	"HSPB11"
"TMEM208"	4.67674847597001e-34	0.478315933993088	0.215	0.105	2.10771700315016e-29	"2"	"TMEM208"
"EPS15"	5.2029284260672e-34	0.463514184573318	0.305	0.171	2.34485578305997e-29	"2"	"EPS15"
"PCBD1"	5.47796861645241e-34	0.530869856340394	0.174	0.076	2.46881089606277e-29	"2"	"PCBD1"
"RALY"	5.61910329060404e-34	0.355137284295628	0.563	0.408	2.53241747100943e-29	"2"	"RALY"
"RAB11FIP1"	6.55927064438777e-34	0.519591044120067	0.174	0.076	2.95613209401268e-29	"2"	"RAB11FIP1"
"PARP1"	6.67391178345245e-34	0.456054877762735	0.313	0.177	3.00779856256635e-29	"2"	"PARP1"
"HAVCR2"	6.97237667120992e-34	0.684805141373036	0.105	0.035	3.14231071818089e-29	"2"	"HAVCR2"
"ICAM3"	7.00335352500473e-34	0.30723581109966	0.731	0.593	3.15627136664913e-29	"2"	"ICAM3"
"SEC13"	7.12666375686639e-34	0.475253240958931	0.314	0.178	3.21184482194454e-29	"2"	"SEC13"
"FAM110A"	7.49840228031556e-34	0.578547054966539	0.144	0.058	3.37937993969262e-29	"2"	"FAM110A"
"CHMP1A"	8.03507645803556e-34	0.506384552803569	0.211	0.102	3.62124825810747e-29	"2"	"CHMP1A"
"RSU1"	1.04440628508084e-33	0.454147368320741	0.34	0.2	4.70693024560233e-29	"2"	"RSU1"
"UBE2N"	1.16649361889529e-33	0.379586536872301	0.519	0.361	5.25715344163729e-29	"2"	"UBE2N"
"AIP"	1.22579656178998e-33	0.376124092929371	0.516	0.357	5.52441994467507e-29	"2"	"AIP"
"RAB11A"	1.34262201750902e-33	0.40568923733707	0.425	0.273	6.05092890850964e-29	"2"	"RAB11A"
"MAF"	1.38157244460832e-33	0.622839739061922	0.171	0.076	6.22647069336076e-29	"2"	"MAF"
"MRPS6"	1.67381969822827e-33	0.47502191745488	0.389	0.247	7.54357061597518e-29	"2"	"MRPS6"
"PFKP"	1.75480044840256e-33	0.515862397693151	0.226	0.113	7.90853466086065e-29	"2"	"PFKP"
"TMEM179B"	1.9168075121343e-33	0.481015675897517	0.311	0.178	8.63866809568685e-29	"2"	"TMEM179B"
"GYG1"	2.166994828539e-33	0.542731905180846	0.237	0.121	9.76621229325957e-29	"2"	"GYG1"
"GHITM"	2.34230047061809e-33	0.344717899308112	0.552	0.396	1.05562797609816e-28	"2"	"GHITM"
"MAP1LC3B"	2.64689292445019e-33	0.341458297613417	0.623	0.472	1.19290170319121e-28	"2"	"MAP1LC3B"
"LYPLA1"	3.79762788030392e-33	0.503347674632321	0.266	0.145	1.71151493309537e-28	"2"	"LYPLA1"
"SHKBP1"	4.84782905442442e-33	0.452070719432993	0.322	0.187	2.184819598248e-28	"2"	"SHKBP1"
"LRRFIP1"	6.63025420081603e-33	0.352216594613932	0.591	0.444	2.98812296322377e-28	"2"	"LRRFIP1"
"KRTCAP2"	8.80642258828981e-33	0.289985666323693	0.725	0.586	3.96887853209045e-28	"2"	"KRTCAP2"
"UQCRC1"	9.11685495828431e-33	0.418713879599822	0.373	0.228	4.10878419259957e-28	"2"	"UQCRC1"
"NDUFB7"	1.02498433542964e-32	0.369042708245658	0.494	0.335	4.61939940291429e-28	"2"	"NDUFB7"
"ANXA7"	1.12856350930411e-32	0.417897729887053	0.445	0.293	5.08621002373174e-28	"2"	"ANXA7"
"CCNDBP1"	1.21316512402659e-32	0.456615196024663	0.37	0.232	5.46749258096302e-28	"2"	"CCNDBP1"
"TTN"	1.31511594800908e-32	0.58069034755023	0.209	0.104	5.92696455448734e-28	"2"	"TTN"
"NCR3"	1.41043046003908e-32	0.690886447289588	0.112	0.04	6.35652799730414e-28	"2"	"NCR3"
"CHMP5"	1.66756933021097e-32	0.479777442745652	0.284	0.158	7.5154014573948e-28	"2"	"CHMP5"
"ARHGAP18"	1.67837383977067e-32	0.517186791250335	0.118	0.043	7.56409522107844e-28	"2"	"ARHGAP18"
"HNRNPF"	2.67811212199822e-32	0.357138099926376	0.618	0.485	1.20697157114216e-27	"2"	"HNRNPF"
"PSMD4"	2.90244728573057e-32	0.434941367443609	0.366	0.225	1.30807494273305e-27	"2"	"PSMD4"
"AURKAIP1"	2.99118580217893e-32	0.36643259231197	0.451	0.293	1.348067617326e-27	"2"	"AURKAIP1"
"CUL9"	3.07010944275785e-32	0.744262930372255	0.104	0.036	1.38363692366211e-27	"2"	"CUL9"
"DNAJC8"	3.64324910884202e-32	0.39738650874712	0.424	0.277	1.64193950837292e-27	"2"	"DNAJC8"
"EIF6"	3.80285868326797e-32	0.45872991766871	0.274	0.15	1.71387235137521e-27	"2"	"EIF6"
"ATP5F1"	4.40442789232158e-32	0.351085850598255	0.599	0.466	1.98498756251149e-27	"2"	"ATP5F1"
"SMC6"	5.27594938203478e-32	0.509089048524036	0.136	0.054	2.37776486749543e-27	"2"	"SMC6"
"MEA1"	5.42574093041965e-32	0.431410928627755	0.325	0.19	2.44527292252153e-27	"2"	"MEA1"
"EMC6"	5.50759483212283e-32	0.426322316256756	0.311	0.177	2.48216283894112e-27	"2"	"EMC6"
"PPP1R12A"	6.44774362895588e-32	0.389383037085354	0.412	0.267	2.90586909869784e-27	"2"	"PPP1R12A"
"SNX5"	6.4558937861146e-32	0.460539427007343	0.275	0.152	2.90954221152613e-27	"2"	"SNX5"
