""	"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"CCL4"	0	2.05609106308784	0.612	0.161	0	"0"	"CCL4"
"CCL4L2"	0	2.02686488931047	0.554	0.123	0	"0"	"CCL4L2"
"CCL3"	0	1.78445999434843	0.804	0.286	0	"0"	"CCL3"
"OLR1"	0	1.72433479498634	0.68	0.133	0	"0"	"OLR1"
"C1QC"	0	1.65299308820905	0.605	0.126	0	"0"	"C1QC"
"TREM2"	0	1.59177479614164	0.604	0.093	0	"0"	"TREM2"
"C1QB"	0	1.56850534697865	0.578	0.134	0	"0"	"C1QB"
"C3"	0	1.52340962839982	0.641	0.121	0	"0"	"C3"
"RGS1"	0	1.50591525371294	0.771	0.251	0	"0"	"RGS1"
"ZNF331"	0	1.48388829212001	0.677	0.209	0	"0"	"ZNF331"
"IER3"	0	1.44412545073971	0.894	0.429	0	"0"	"IER3"
"IL1B"	0	1.38530876754237	0.825	0.338	0	"0"	"IL1B"
"APOC1"	0	1.33080427175923	0.606	0.125	0	"0"	"APOC1"
"ATF3"	0	1.3195997119866	0.91	0.414	0	"0"	"ATF3"
"A2M"	0	1.29872690942255	0.588	0.124	0	"0"	"A2M"
"VSIG4"	0	1.29195279236511	0.527	0.109	0	"0"	"VSIG4"
"SLCO2B1"	0	1.2268621910879	0.498	0.081	0	"0"	"SLCO2B1"
"NR4A2"	0	1.22554558205776	0.897	0.4	0	"0"	"NR4A2"
"C1QA"	1.36427276511772e-307	1.57903054700399	0.624	0.177	5.34044573905333e-303	"0"	"C1QA"
"MSR1"	6.52417520029926e-306	1.20680001742812	0.6	0.149	2.55388838215715e-301	"0"	"MSR1"
"CCL3L3"	6.36388743849295e-299	1.9077544176758	0.571	0.151	2.49114373779807e-294	"0"	"CCL3L3"
"GPR183"	9.398341786786e-290	1.3765225044312	0.745	0.285	3.67898089243738e-285	"0"	"GPR183"
"CXCL2"	4.6860592128159e-288	1.83068150044408	0.468	0.096	1.83435787885678e-283	"0"	"CXCL2"
"OLFML3"	3.37617264029535e-284	1.35317987919855	0.387	0.06	1.32160278004362e-279	"0"	"OLFML3"
"CD9"	1.55308089431241e-283	1.17991993629834	0.687	0.221	6.07953516078592e-279	"0"	"CD9"
"NR4A3"	2.0305943933675e-282	1.18897893889559	0.627	0.178	7.94876175283709e-278	"0"	"NR4A3"
"HLA-DRA"	1.90507138864674e-273	0.897362043809689	0.997	0.915	7.45740195085766e-269	"0"	"HLA-DRA"
"FPR3"	1.8419822037165e-270	1.20054051869208	0.46	0.094	7.21043933644824e-266	"0"	"FPR3"
"HLA-DRB1"	3.67444591460372e-267	0.830230321917708	0.995	0.919	1.43836185327163e-262	"0"	"HLA-DRB1"
"CD74"	2.84443049469815e-266	0.834794185865361	0.998	0.96	1.11345231714959e-261	"0"	"CD74"
"SDS"	2.60949661387681e-262	1.70418984639337	0.367	0.061	1.02148744950208e-257	"0"	"SDS"
"FN1"	2.61276095777108e-259	2.34805640155799	0.308	0.041	1.02276527691949e-254	"0"	"FN1"
"DUSP2"	3.62181746456328e-258	1.12025682405301	0.748	0.287	1.4177604465033e-253	"0"	"DUSP2"
"TGIF1"	3.08567996562804e-253	1.21499619332035	0.6	0.18	1.20788942254509e-248	"0"	"TGIF1"
"NR4A1"	1.28259007838062e-252	1.00285969868492	0.879	0.414	5.02069886182094e-248	"0"	"NR4A1"
"HLA-DPB1"	5.35391666425381e-250	0.919439995878714	0.977	0.795	2.09579067822215e-245	"0"	"HLA-DPB1"
"HLA-DPA1"	1.21399799393977e-248	0.940224683138192	0.987	0.828	4.75219514727723e-244	"0"	"HLA-DPA1"
"LTC4S"	6.20863849980154e-248	1.07964167199582	0.476	0.11	2.43037154074731e-243	"0"	"LTC4S"
"CLEC5A"	1.45777404288693e-245	1.39956938667793	0.412	0.084	5.70645649088088e-241	"0"	"CLEC5A"
"SGK1"	9.9288249267188e-242	1.14664811268183	0.887	0.521	3.88663851756407e-237	"0"	"SGK1"
"HLA-DMA"	7.43238541616811e-241	0.796625276410173	0.954	0.702	2.90940727115901e-236	"0"	"HLA-DMA"
"ARHGAP18"	1.37219399156361e-236	1.01657019676436	0.599	0.187	5.37145337997575e-232	"0"	"ARHGAP18"
"PLAU"	3.39844575973131e-233	1.53900236134154	0.371	0.07	1.33032159264682e-228	"0"	"PLAU"
"DOCK4"	8.16499904158504e-233	0.902036384300172	0.434	0.093	3.19618887482846e-228	"0"	"DOCK4"
"ZFP36"	1.70812543816829e-232	0.728033950746551	0.991	0.894	6.68645702770977e-228	"0"	"ZFP36"
"GPR34"	6.05552785184208e-232	1.12410653280964	0.463	0.109	2.37043637760358e-227	"0"	"GPR34"
"CD83"	7.53241745284465e-227	0.897208724310457	0.906	0.52	2.94856481191604e-222	"0"	"CD83"
"HLA-DRB5"	1.24165031781334e-226	0.879576686496222	0.966	0.794	4.86044016908033e-222	"0"	"HLA-DRB5"
"GLUL"	8.71925376958617e-214	0.952354250181641	0.907	0.602	3.4131518881045e-209	"0"	"GLUL"
"RHOB"	5.86459488177367e-211	0.910228419962015	0.941	0.612	2.2956956664703e-206	"0"	"RHOB"
"HLA-DOA"	8.30418681310791e-211	0.995431453348445	0.585	0.191	3.25067392799109e-206	"0"	"HLA-DOA"
"BTG1"	1.03989947305337e-208	0.781763404519144	0.978	0.828	4.07068648726741e-204	"0"	"BTG1"
"CREM"	2.86307402478105e-207	1.17460453946062	0.551	0.18	1.12075032700054e-202	"0"	"CREM"
"DUSP1"	1.91196878720906e-202	0.6651271383532	0.995	0.898	7.48440181752988e-198	"0"	"DUSP1"
"HSPA1B"	2.10839087226709e-202	1.23651338220461	0.649	0.253	8.25329606948954e-198	"0"	"HSPA1B"
"TNFAIP3"	1.08373678264886e-200	0.975492715047355	0.832	0.444	4.24228763567898e-196	"0"	"TNFAIP3"
"HSPA1A"	1.3447709187134e-195	1.20927767909126	0.759	0.365	5.26410576130362e-191	"0"	"HSPA1A"
"CD69"	3.2473511499277e-195	0.977469417993719	0.536	0.174	1.2711756076392e-190	"0"	"CD69"
"APOE"	6.00703490936652e-195	0.926788761669911	0.581	0.192	2.35145381527152e-190	"0"	"APOE"
"PDE4B"	9.37463914570841e-195	0.948982953425703	0.611	0.221	3.66970249358756e-190	"0"	"PDE4B"
"ELL2"	1.03584432686037e-194	1.04631115482133	0.49	0.146	4.05481261749493e-190	"0"	"ELL2"
"NPC2"	1.7110317244518e-194	0.601467457760722	0.976	0.879	6.69783368536659e-190	"0"	"NPC2"
"FCGR2A"	7.94269864453322e-191	0.891244342406377	0.86	0.505	3.10916938440253e-186	"0"	"FCGR2A"
"IL18"	7.03874218055952e-190	0.988270900459037	0.654	0.266	2.75531562658003e-185	"0"	"IL18"
"C15orf48"	1.05153051938628e-189	1.41797037329468	0.429	0.116	4.11621621813759e-185	"0"	"C15orf48"
"HLA-DQA1"	6.56977920007964e-189	0.881319442221176	0.882	0.605	2.57174006787117e-184	"0"	"HLA-DQA1"
"PLTP"	9.35614762151923e-189	1.22745006796386	0.313	0.059	3.6624639864437e-184	"0"	"PLTP"
"CXCL8"	1.00700297017577e-186	1.20622310744389	0.635	0.259	3.94191312675304e-182	"0"	"CXCL8"
"OSM"	7.79022391980314e-185	1.37550778468643	0.412	0.108	3.04948315340694e-180	"0"	"OSM"
"HBEGF"	1.96577713568611e-182	1.15519516838434	0.597	0.227	7.69503459764326e-178	"0"	"HBEGF"
"AXL"	4.60172053898647e-182	0.922145460832127	0.408	0.104	1.80134350498626e-177	"0"	"AXL"
"HLA-DQB1"	1.56158214917145e-179	0.899741595987011	0.885	0.635	6.11281332293165e-175	"0"	"HLA-DQB1"
"CXCR4"	5.52138805288309e-179	0.882285734083523	0.804	0.427	2.16134735330108e-174	"0"	"CXCR4"
"SRGN"	5.86834484161287e-179	0.582691989133805	0.993	0.914	2.29716358824936e-174	"0"	"SRGN"
"PRDM1"	6.6190947112548e-179	1.09129521513608	0.406	0.108	2.59104462472069e-174	"0"	"PRDM1"
"HLA-DMB"	1.30344905122054e-178	0.70118259610956	0.895	0.541	5.10235131100281e-174	"0"	"HLA-DMB"
"AKR1B1"	6.97411661841251e-178	0.862685786991349	0.655	0.271	2.73001795027758e-173	"0"	"AKR1B1"
"CD81"	2.03266001629607e-174	0.817821123304587	0.545	0.184	7.95684763379098e-170	"0"	"CD81"
"GADD45B"	9.35313442796738e-174	0.847229988171038	0.92	0.646	3.66128447182783e-169	"0"	"GADD45B"
"CXCL16"	4.12712830605266e-173	0.831237708217732	0.805	0.442	1.61556437540431e-168	"0"	"CXCL16"
"KLF6"	4.9476850082088e-173	0.699744328839439	0.97	0.856	1.93677129646333e-168	"0"	"KLF6"
"TM6SF1"	4.08079574586098e-172	0.887031246480992	0.52	0.17	1.59742749471728e-167	"0"	"TM6SF1"
"GAL3ST4"	1.41056593400308e-171	1.01238594538475	0.237	0.036	5.52166034865506e-167	"0"	"GAL3ST4"
"GPNMB"	2.36004434426541e-170	0.90892652245227	0.306	0.062	9.23839358562696e-166	"0"	"GPNMB"
"CTSB"	2.97470428604395e-170	0.664063220586024	0.96	0.778	1.16444799277191e-165	"0"	"CTSB"
"IL10"	1.50058380986264e-168	1.7714849784004	0.255	0.044	5.87403532370731e-164	"0"	"IL10"
"FCGR2B"	4.4796088388049e-168	0.968856204033633	0.595	0.232	1.75354287995018e-163	"0"	"FCGR2B"
"VEGFA"	1.28811546046963e-167	1.07768607057752	0.435	0.127	5.04232797000835e-163	"0"	"VEGFA"
"EGR1"	3.93585095052928e-166	0.849394032719332	0.779	0.401	1.54068885458468e-161	"0"	"EGR1"
"PLAUR"	7.65079767979949e-166	0.969106467820236	0.883	0.598	2.99490475175751e-161	"0"	"PLAUR"
"SLC1A3"	1.84638245758026e-165	0.739720259534096	0.439	0.124	7.22766413019791e-161	"0"	"SLC1A3"
"PHLDA1"	2.27559678544201e-165	1.44297874110339	0.34	0.082	8.90782361661273e-161	"0"	"PHLDA1"
"HERPUD1"	2.90808839048393e-164	0.753985551008188	0.91	0.647	1.13837120045493e-159	"0"	"HERPUD1"
"RGS2"	1.12916800420678e-163	0.711604313808795	0.94	0.635	4.42012815246746e-159	"0"	"RGS2"
"GSN"	2.33109669401655e-162	0.708645314592272	0.769	0.381	9.12507800872777e-158	"0"	"GSN"
"OLFML2B"	1.14849121643769e-160	0.965060354091186	0.23	0.037	4.49576886674533e-156	"0"	"OLFML2B"
"MS4A7"	3.81259523313075e-159	0.669019370259123	0.903	0.558	1.49244040400903e-154	"0"	"MS4A7"
"GPR84"	6.44726893004624e-157	0.928266991493021	0.256	0.047	2.5237834226666e-152	"0"	"GPR84"
"SOD2"	8.226459409767e-157	0.942854791922204	0.893	0.655	3.22024753595329e-152	"0"	"SOD2"
"ADAM28"	9.58060215999521e-157	0.883481055168443	0.455	0.147	3.75032671553012e-152	"0"	"ADAM28"
"DSE"	2.60466515297195e-156	0.846997449642672	0.669	0.302	1.01959617413087e-151	"0"	"DSE"
"JUNB"	6.69455088161157e-156	0.537832777879071	0.992	0.888	2.62058194260685e-151	"0"	"JUNB"
"SERPING1"	9.42204228328374e-156	0.968720864760735	0.353	0.091	3.68825845179142e-151	"0"	"SERPING1"
"ITGAV"	4.4240895875368e-155	0.916218807456791	0.344	0.085	1.73180986904128e-150	"0"	"ITGAV"
"HSPH1"	2.35841381127966e-153	1.01801571085454	0.606	0.259	9.23201086425421e-149	"0"	"HSPH1"
"PPP1R15A"	5.86035753688941e-153	0.699230157641183	0.974	0.748	2.29403695781536e-148	"0"	"PPP1R15A"
"CDKN1A"	3.11422009992465e-152	0.848284132021744	0.83	0.486	1.2190614581155e-147	"0"	"CDKN1A"
"MAFF"	4.1653736655462e-150	0.996790249187798	0.473	0.163	1.63053552137806e-145	"0"	"MAFF"
"C3AR1"	6.68352508640943e-150	0.871392263159341	0.491	0.167	2.61626589507497e-145	"0"	"C3AR1"
"LAIR1"	2.19032553801106e-148	0.752561132421815	0.687	0.311	8.5740293185443e-144	"0"	"LAIR1"
"PNRC1"	2.94881037758548e-148	0.586725606275302	0.973	0.79	1.15431182230584e-143	"0"	"PNRC1"
"EGR2"	1.33236098483605e-147	1.38948917139465	0.301	0.071	5.21552707514073e-143	"0"	"EGR2"
"CHMP1B"	1.53352526826729e-147	1.04132720667827	0.726	0.383	6.00298466263229e-143	"0"	"CHMP1B"
"ANKRD37"	3.26646476384425e-147	1.18371286252414	0.362	0.101	1.27865763180683e-142	"0"	"ANKRD37"
"CD163"	3.22247175771636e-144	0.916234189099649	0.656	0.293	1.26143656955807e-139	"0"	"CD163"
"SERPINF1"	1.14524074811263e-143	0.592506314904117	0.465	0.153	4.48304490848689e-139	"0"	"SERPINF1"
"TAGAP"	9.75414555863421e-143	0.779951033487685	0.756	0.406	3.81826027892736e-138	"0"	"TAGAP"
"IFRD1"	1.79315956032559e-142	0.787241446136369	0.684	0.323	7.01932309889452e-138	"0"	"IFRD1"
"DNAJB1"	3.0417596085393e-142	1.29039674580765	0.745	0.425	1.19069679876271e-137	"0"	"DNAJB1"
"MIR155HG"	2.49166781017285e-141	1.33931042900766	0.261	0.056	9.75363364292162e-137	"0"	"MIR155HG"
"HSP90AB1"	7.78197119168576e-141	0.758292341034276	0.953	0.759	3.04625262298539e-136	"0"	"HSP90AB1"
"AREG"	1.32943583199667e-140	0.809728735857318	0.496	0.182	5.20407656435096e-136	"0"	"AREG"
"PTGER4"	1.87464030507389e-140	0.884774007557854	0.613	0.274	7.33827947421175e-136	"0"	"PTGER4"
"USP53"	2.64531293442477e-139	0.880049627593243	0.341	0.092	1.03550774818058e-134	"0"	"USP53"
"RBKS"	5.41521333827825e-138	0.833749730202036	0.431	0.14	2.11978526126902e-133	"0"	"RBKS"
"SKIL"	7.46748906249608e-138	0.699763479731228	0.68	0.319	2.92314859351409e-133	"0"	"SKIL"
"HS3ST1"	1.41395289364109e-137	1.13645912078376	0.228	0.043	5.53491860215805e-133	"0"	"HS3ST1"
"FOS"	5.22974660183462e-137	0.575938980529346	0.993	0.887	2.04718430728816e-132	"0"	"FOS"
"YWHAH"	1.19854228017329e-136	0.753345499411748	0.709	0.362	4.69169375573835e-132	"0"	"YWHAH"
"RAB20"	7.84283227969647e-136	0.833327496458976	0.561	0.23	3.07007669588718e-131	"0"	"RAB20"
"ADORA3"	1.21894588926514e-135	0.863682930378264	0.295	0.072	4.77156368352838e-131	"0"	"ADORA3"
"LITAF"	2.51215323716501e-134	0.786349197026057	0.812	0.524	9.83382384688245e-130	"0"	"LITAF"
"CSF1R"	1.53217786712393e-133	0.610985752987492	0.839	0.475	5.99771026085662e-129	"0"	"CSF1R"
"NRP2"	8.47695714321844e-133	0.785483154729554	0.228	0.044	3.31830487371286e-128	"0"	"NRP2"
"PLXDC2"	1.41366913193234e-132	0.626691135457735	0.818	0.473	5.53380781694914e-128	"0"	"PLXDC2"
"STMN1"	2.82727258292588e-132	0.826860911481997	0.427	0.144	1.10673585258634e-127	"0"	"STMN1"
"PLD4"	1.43155730866014e-131	0.623913622624014	0.535	0.212	5.60383108475013e-127	"0"	"PLD4"
"FOSB"	3.60369874076511e-131	0.519852839735349	0.973	0.641	1.4106678720725e-126	"0"	"FOSB"
"BAG3"	6.43261865502215e-131	1.52755008965402	0.389	0.132	2.51804857250842e-126	"0"	"BAG3"
"SEPP1"	2.27370213411907e-130	1.54779623815797	0.205	0.036	8.90040700400908e-126	"0"	"SEPP1"
"B3GNT5"	7.27104667096245e-130	0.900381538043442	0.392	0.126	2.84625121934825e-125	"0"	"B3GNT5"
"FILIP1L"	1.15868763004633e-129	0.909723868016878	0.292	0.074	4.53568272781635e-125	"0"	"FILIP1L"
"SDSL"	2.86845228400602e-129	0.738077542834235	0.335	0.094	1.12285564657415e-124	"0"	"SDSL"
"FRMD4A"	3.36411405576637e-129	0.743717310180598	0.254	0.056	1.31688244712975e-124	"0"	"FRMD4A"
"MS4A4A"	4.36868689790426e-129	0.896976784650821	0.497	0.19	1.71012248618462e-124	"0"	"MS4A4A"
"AF213884.2"	1.10276082651153e-128	0.962738218621913	0.31	0.083	4.31675725537937e-124	"0"	"AF213884.2"
"RP11-472N13.3"	2.36001203479073e-128	0.802503760837604	0.225	0.044	9.2382671101883e-124	"0"	"RP11-472N13.3"
"BHLHE41"	1.7674728765531e-127	0.851666800836841	0.264	0.061	6.91877257526712e-123	"0"	"BHLHE41"
"LGALS3BP"	2.63725414363282e-126	0.778297381612334	0.321	0.088	1.03235313452507e-121	"0"	"LGALS3BP"
"RASGEF1B"	4.25168464912217e-126	0.676676453025262	0.601	0.265	1.66432195589887e-121	"0"	"RASGEF1B"
"PHACTR1"	4.26608430761272e-126	0.66870188077693	0.701	0.348	1.669958702215e-121	"0"	"PHACTR1"
"GK"	2.57639340328136e-125	0.767780509632271	0.583	0.251	1.00852919771449e-120	"0"	"GK"
"SAT1"	3.34487131212924e-125	0.440416236762106	0.996	0.963	1.30934987513299e-120	"0"	"SAT1"
"ETV5"	3.4788009738514e-125	0.769925853682021	0.306	0.081	1.36177664121413e-120	"0"	"ETV5"
"ABCA1"	5.15448074507739e-125	0.768795203974057	0.462	0.167	2.01772148766054e-120	"0"	"ABCA1"
"DAB2"	6.29302634162255e-125	0.507183035016378	0.491	0.179	2.46340516142815e-120	"0"	"DAB2"
"SOCS3"	1.23544742147139e-123	0.790010744610279	0.582	0.256	4.83615893134976e-119	"0"	"SOCS3"
"CTSL"	2.7903114467206e-123	0.961004129925366	0.571	0.25	1.09226741581878e-118	"0"	"CTSL"
"BTG2"	6.19136022195334e-122	0.647087210422697	0.818	0.501	2.42360795888363e-117	"0"	"BTG2"
"CXCL3"	3.19886338635963e-121	1.74722243638138	0.22	0.046	1.25219507259048e-116	"0"	"CXCL3"
"ALOX5AP"	1.79965302684783e-120	0.746884996056261	0.62	0.298	7.04474177359582e-116	"0"	"ALOX5AP"
"LHFPL2"	6.22069100132591e-120	0.806090693505958	0.299	0.079	2.43508949246903e-115	"0"	"LHFPL2"
"LINC01094"	9.44288968662766e-120	0.753723282697918	0.21	0.041	3.6964191678304e-115	"0"	"LINC01094"
"ATP2C1"	3.617575448494e-119	0.707516055289862	0.401	0.136	1.41609990931298e-114	"0"	"ATP2C1"
"MFSD1"	1.08950227846439e-118	0.607132104094295	0.806	0.503	4.26485666904886e-114	"0"	"MFSD1"
"RGS10"	2.87146921375252e-118	0.527629252841589	0.878	0.607	1.12403662372343e-113	"0"	"RGS10"
"CPM"	8.02133289103497e-118	0.812560388821939	0.443	0.165	3.13995076019564e-113	"0"	"CPM"
"MMP2"	1.22059667900252e-117	0.711624726821643	0.151	0.021	4.77802569995535e-113	"0"	"MMP2"
"ABL2"	1.06254317521703e-116	0.808652988023183	0.293	0.08	4.15932525938705e-112	"0"	"ABL2"
"LMNA"	2.13166742776736e-116	0.837771289373792	0.581	0.273	8.34441214599532e-112	"0"	"LMNA"
"HLA-DQB2"	2.59907688384189e-115	0.745312226098202	0.477	0.192	1.01740864617991e-110	"0"	"HLA-DQB2"
"GABARAPL1"	5.012067692264e-115	0.772475794104574	0.613	0.289	1.96197389813674e-110	"0"	"GABARAPL1"
"ZFP36L1"	3.62967762518607e-114	0.549260917325259	0.938	0.715	1.42083730637909e-109	"0"	"ZFP36L1"
"MB21D2"	8.99819696896368e-114	0.616587718229644	0.145	0.02	3.52234420350083e-109	"0"	"MB21D2"
"EREG"	3.40620798955106e-113	1.15993619201698	0.361	0.121	1.33336011750976e-108	"0"	"EREG"
"HSP90AA1"	3.28343948942109e-112	0.771747185793831	0.961	0.842	1.28530238813389e-107	"0"	"HSP90AA1"
"SRGAP1"	5.51791934037797e-112	0.714086380289846	0.277	0.072	2.15998952579096e-107	"0"	"SRGAP1"
"DBNDD2"	8.74487554932451e-112	0.723656042289218	0.412	0.148	3.42318153378308e-107	"0"	"DBNDD2"
"MMP14"	1.57079850511745e-111	0.685903182741542	0.233	0.053	6.14889074828226e-107	"0"	"MMP14"
"PALD1"	6.53934903607669e-111	0.733215066436237	0.284	0.078	2.55982818017222e-106	"0"	"PALD1"
"CKS2"	2.77078298347122e-110	0.857915413456073	0.503	0.213	1.08462299887981e-105	"0"	"CKS2"
"NAMPT"	2.88120674742559e-110	0.42481674575394	0.928	0.667	1.12784838127975e-105	"0"	"NAMPT"
"JUN"	3.16128384461953e-110	0.592208457498697	0.945	0.703	1.23748456097631e-105	"0"	"JUN"
"CD84"	4.16482638637839e-110	0.580377738604193	0.504	0.2	1.63032128894782e-105	"0"	"CD84"
"CST3"	3.9736958489246e-109	0.340257031755664	0.996	0.937	1.55550324006154e-104	"0"	"CST3"
"TMEM51"	4.45354356420949e-109	0.738401070398732	0.264	0.069	1.7433396282098e-104	"0"	"TMEM51"
"ID3"	2.89532573330278e-108	1.44413614987125	0.292	0.087	1.13337525830137e-103	"0"	"ID3"
"GNA13"	4.7481737291559e-108	0.666731535078587	0.617	0.3	1.85867260627808e-103	"0"	"GNA13"
"LPAR6"	8.99481345044785e-108	0.64454921694769	0.528	0.225	3.52101972517781e-103	"0"	"LPAR6"
"HSPE1"	9.35027756480422e-108	0.841821345789884	0.797	0.503	3.66016615274261e-103	"0"	"HSPE1"
"FABP5"	1.24555265508431e-107	1.12565864849311	0.532	0.24	4.87571586832754e-103	"0"	"FABP5"
"RP11-212I21.2"	1.99072610915481e-107	0.702806120061493	0.21	0.046	7.79269735428649e-103	"0"	"RP11-212I21.2"
"ZFAND5"	2.92354293760034e-107	0.633564854332714	0.903	0.664	1.14442088292365e-102	"0"	"ZFAND5"
"CCNH"	3.05973206466457e-107	0.660922405836354	0.653	0.339	1.19773211671295e-102	"0"	"CCNH"
"LIMS1"	6.13442524712793e-106	0.545363764630271	0.768	0.454	2.40132076298823e-101	"0"	"LIMS1"
"PRMT9"	9.72717700364776e-106	0.685779363505534	0.426	0.163	3.80770343807792e-101	"0"	"PRMT9"
"HSPD1"	2.51389325018258e-105	0.807959663550683	0.764	0.462	9.84063512783973e-101	"0"	"HSPD1"
"MGAT4A"	4.7953814500977e-105	0.6318458610495	0.548	0.246	1.87715206864074e-100	"0"	"MGAT4A"
"DNAJB4"	1.13211205693719e-104	0.788968696179043	0.384	0.139	4.43165264688061e-100	"0"	"DNAJB4"
"PTGS2"	2.08539526131009e-104	0.747581390807961	0.374	0.13	8.16327975039836e-100	"0"	"PTGS2"
"LIPA"	1.17074465505916e-103	0.645550036806175	0.67	0.361	4.58287995222907e-99	"0"	"LIPA"
"TGFBI"	6.66742764781657e-103	0.668532771655235	0.839	0.553	2.6099645527378e-98	"0"	"TGFBI"
"RP11-24F11.2"	6.29075468309193e-101	0.739534058232176	0.283	0.082	2.46251592069634e-96	"0"	"RP11-24F11.2"
"NFKBIA"	1.91823209566118e-100	0.53043906750767	0.962	0.818	7.50891953846571e-96	"0"	"NFKBIA"
"APOC4-APOC2"	1.85535966699183e-99	1.29806078803953	0.171	0.033	7.26280541643952e-95	"0"	"APOC4-APOC2"
"ENG"	3.64370686103787e-99	0.626434557947294	0.436	0.174	1.42632905075328e-94	"0"	"ENG"
"IER2"	4.42167144531937e-99	0.530782821233772	0.962	0.801	1.73086328727027e-94	"0"	"IER2"
"SLC4A7"	5.38020029134193e-99	0.672571765321099	0.354	0.123	2.1060794040458e-94	"0"	"SLC4A7"
"FCGR1A"	6.92649635045303e-99	0.65606865684472	0.567	0.262	2.71137699638484e-94	"0"	"FCGR1A"
"HAVCR2"	1.31423538889636e-98	0.610892959941675	0.547	0.25	5.1445744298348e-94	"0"	"HAVCR2"
"VMO1"	8.49464436724359e-98	0.688302306181801	0.299	0.093	3.3252285375575e-93	"0"	"VMO1"
"FRMD4B"	1.56962783086755e-97	0.535467089846536	0.475	0.194	6.14430814393101e-93	"0"	"FRMD4B"
"SLAMF8"	4.39734989173334e-97	0.702136934575905	0.307	0.098	1.72134261511902e-92	"0"	"SLAMF8"
"VASH1"	7.70866945441706e-97	0.634467663127999	0.384	0.142	3.01755865793156e-92	"0"	"VASH1"
"CST6"	1.07636089150856e-96	0.825410567190057	0.109	0.013	4.21341470981026e-92	"0"	"CST6"
"LGMN"	7.58882132037504e-96	0.659731310372569	0.425	0.172	2.97064410586081e-91	"0"	"LGMN"
"KLF4"	2.18920601879684e-95	0.464622035256508	0.925	0.681	8.56964696058025e-91	"0"	"KLF4"
"CSRNP1"	1.60713214844662e-94	0.590823745596609	0.67	0.355	6.29111879509429e-90	"0"	"CSRNP1"
"MS4A6A"	2.04321485926638e-94	0.452368741893177	0.935	0.687	7.99816456659824e-90	"0"	"MS4A6A"
"NFE2L2"	8.13278645738291e-94	0.550990651382502	0.679	0.362	3.18357925874254e-89	"0"	"NFE2L2"
"HLA-DQA2"	8.66788284335666e-94	0.731928252847522	0.686	0.445	3.39304273903196e-89	"0"	"HLA-DQA2"
"CSF2RA"	2.03389082621289e-93	0.502659662668005	0.7	0.381	7.96166563921034e-89	"0"	"CSF2RA"
"PLEKHG2"	2.86566726363641e-93	0.584778127323593	0.35	0.122	1.12176545035047e-88	"0"	"PLEKHG2"
"CH507-42P11.8"	9.80987764689269e-92	0.604143150134106	0.316	0.105	3.84007660487614e-87	"0"	"CH507-42P11.8"
"PRKAG2-AS1"	1.29538653283215e-91	0.652671668238661	0.366	0.134	5.07079058277146e-87	"0"	"PRKAG2-AS1"
"MITF"	1.50084039109217e-91	0.611334196347809	0.278	0.084	5.87503971093028e-87	"0"	"MITF"
"SRSF7"	1.57589231835026e-91	0.664597218645532	0.848	0.57	6.16883048018209e-87	"0"	"SRSF7"
"PLSCR1"	2.56091559535474e-91	0.54819761008722	0.734	0.43	1.00247040980161e-86	"0"	"PLSCR1"
"PMP22"	3.23415228100157e-91	0.801339544118572	0.212	0.054	1.26600891039806e-86	"0"	"PMP22"
"SAP30"	3.98208964631942e-91	0.710740070047125	0.334	0.117	1.55878899205174e-86	"0"	"SAP30"
"ICAM1"	4.84709814758829e-91	0.732894668642113	0.551	0.281	1.89739656987344e-86	"0"	"ICAM1"
"CREBL2"	1.720571573958e-90	0.638344182971848	0.405	0.161	6.7351774262586e-86	"0"	"CREBL2"
"HSPB1"	7.09993324870714e-89	1.20654629478312	0.699	0.422	2.77926887020641e-84	"0"	"HSPB1"
"ADAP2"	8.34004379303619e-89	0.568584221943445	0.584	0.289	3.26471014278402e-84	"0"	"ADAP2"
"CYCS"	3.87752234115017e-88	0.608418965292049	0.77	0.486	1.51785612044324e-83	"0"	"CYCS"
"MERTK"	3.9918865767986e-88	0.658776188091503	0.285	0.091	1.56262400048781e-83	"0"	"MERTK"
"CAPG"	4.5604124165847e-88	0.472675684329786	0.849	0.581	1.78517344047208e-83	"0"	"CAPG"
"PLIN2"	1.45312484836295e-87	0.748308651343441	0.723	0.461	5.68825721891679e-83	"0"	"PLIN2"
"ARL4C"	1.48938148350251e-87	0.640433951802368	0.526	0.255	5.83018381717059e-83	"0"	"ARL4C"
"HEXA"	1.70694560125692e-87	0.507960803541388	0.655	0.352	6.68183855612021e-83	"0"	"HEXA"
"RAPH1"	1.91549027767093e-87	0.643642939317867	0.263	0.08	7.49818669194284e-83	"0"	"RAPH1"
"CCL20"	3.47616347420424e-87	1.3530989090541	0.102	0.012	1.36074419197725e-82	"0"	"CCL20"
"OTUD1"	5.35186867057194e-87	0.76582700048483	0.472	0.215	2.09498899109539e-82	"0"	"OTUD1"
"C1orf54"	1.24254925107844e-86	0.2847717984203	0.368	0.134	4.86395904334655e-82	"0"	"C1orf54"
"C5AR1"	1.93539758815294e-86	0.661273873847393	0.706	0.432	7.57611385882467e-82	"0"	"C5AR1"
"AVPI1"	2.1455278421938e-86	0.777250413225113	0.241	0.071	8.39866873826762e-82	"0"	"AVPI1"
