"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"names"	"Difference"
0	2.49738234496768	0.974	0	0	"RPS4Y1"	0.974
0	1.07600067267437	1	0.991	0	"RPS29"	0.00900000000000001
0	1.0749231512704	0.999	0.995	0	"MT-ATP8"	0.004
0	0.916050545312523	0.993	0.939	0	"TXNIP"	0.054
0	0.835478598728991	0.993	0.922	0	"RPL27A"	0.071
0	0.707987152943324	0.999	0.981	0	"RPL38"	0.018
0	0.627769960238511	1	1	0	"RPS27"	0
0	0.544062448194678	1	0.998	0	"RPL37A"	0.002
0	0.507470302435898	1	1	0	"RPS3A"	0
0	0.49979525893392	1	0.997	0	"RPS9"	0.003
0	0.481836885011876	1	1	0	"RPLP1"	0
0	0.47365447163595	1	1	0	"RPS18"	0
0	0.466360881310432	1	1	0	"TPT1"	0
0	0.450915310434583	1	0.995	0	"RPL35"	0.005
0	0.442497121988664	1	0.999	0	"RPL23A"	0.001
0	0.428412740940528	1	1	0	"RPS19"	0
0	0.411574212799786	1	1	0	"RPL39"	0
0	0.39148423719794	1	1	0	"RPS6"	0
0	0.384704023880886	1	0.997	0	"RPL17"	0.003
0	0.380271800198412	1	1	0	"RPL37"	0
0	0.359182984752333	1	0.999	0	"RPL36"	0.001
0	0.354533826876091	1	1	0	"RPS25"	0
0	0.347333230823237	1	1	0	"RPS21"	0
0	0.335069070901914	1	1	0	"RPL13"	0
0	0.296048138611174	1	1	0	"RPL26"	0
0	0.289017786795023	1	1	0	"RPS3"	0
0	0.283157477089456	1	1	0	"RPL34"	0
0	0.269038443937283	1	1	0	"RPS28"	0
0	-0.436030502841817	1	1	0	"RPL41"	0
0	-0.565814300147932	0.988	1	0	"MT-ND5"	-0.012
0	-0.594404000609185	0.885	0.98	0	"PCBP2"	-0.095
0	-0.728400315060073	0	0.398	0	"XIST"	-0.398
0	-0.786823619073812	0.087	0.505	0	"ODC1"	-0.418
0	-0.787663935868048	0.129	0.572	0	"POLR2A"	-0.443
0	-0.809247914107578	0.068	0.491	0	"EIF4A3"	-0.423
0	-0.880627006337166	0.129	0.581	0	"IFRD1"	-0.452
0	-0.888921555836945	0.034	0.503	0	"H2AFX"	-0.469
0	-0.910366503419999	0.224	0.693	0	"DNAJA1"	-0.469
0	-0.917106186001472	0.213	0.724	0	"CTD-2192J16.22"	-0.511
0	-0.950531083203177	0.236	0.776	0	"SUN2"	-0.54
0	-0.960185111336079	0.623	0.915	0	"SRSF7"	-0.292
0	-0.981064321501747	0.397	0.916	0	"PCBP1"	-0.519
0	-0.985167265070622	0.697	0.916	0	"ZFP36"	-0.219
0	-1.05842807033054	0.631	0.899	0	"NFKBIA"	-0.268
0	-1.06058397326942	0.121	0.605	0	"NR4A2"	-0.484
0	-1.06088786030776	0.386	0.856	0	"PPP1R15A"	-0.47
0	-1.09586425354726	0.051	0.609	0	"SERTAD1"	-0.558
0	-1.168957622098	0.572	0.961	0	"DUSP1"	-0.389
0	-1.18188828372432	0.238	0.809	0	"BRD2"	-0.571
0	-1.19476347999238	0.007	0.508	0	"NR4A1"	-0.501
0	-1.19724405857504	0.438	0.813	0	"BTG2"	-0.375
0	-1.22930968046038	0.086	0.667	0	"TUBB4B"	-0.581
0	-1.3686810659504	0.185	0.666	0	"DUSP2"	-0.481
0	-1.82359849107175	0.267	0.879	0	"GADD45B"	-0.612
0	-2.20181427292286	0.104	0.938	0	"FOSB"	-0.834
0	-2.24681984322583	0.803	0.995	0	"JUNB"	-0.192
0	-2.30925014764994	0.609	0.988	0	"JUN"	-0.379
0	-2.37053917076017	0.456	0.978	0	"FOS"	-0.522
0	-2.61975020912672	0.435	0.988	0	"IER2"	-0.553
0	-2.67890322229164	0.015	0.813	0	"EGR1"	-0.798
3.15184119475287e-307	0.355075973235659	1	0.998	1.23378823568601e-302	"UBA52"	0.002
8.85786261853219e-306	-0.880129918206399	0.289	0.716	3.46741032202443e-301	"DDX3X"	-0.427
4.15334920621118e-301	-0.849260295405829	0.26	0.702	1.62582854677137e-296	"LBH"	-0.442
1.34073200953755e-296	0.2433952935066	1	1	5.24829545133473e-292	"RPS27A"	0
1.13360029972813e-290	0.391440601450988	0.998	0.992	4.43747837328578e-286	"RPL27"	0.00600000000000001
4.05101204903486e-281	0.322422587584078	0.999	1	1.5857686665947e-276	"RPL24"	-0.001
1.38293647652228e-278	-0.668239176734884	0.11	0.506	5.41350483734645e-274	"FMNL1"	-0.396
2.07301546231512e-278	-0.630701141118267	0.041	0.383	8.11481902723254e-274	"SOCS1"	-0.342
9.56958959415663e-266	0.300106804937504	1	1	3.74601584663261e-261	"RPS16"	0
6.78064155677795e-264	0.446364609204372	1	0.999	2.65428213740073e-259	"MT-ATP6"	0.001
5.65411509831651e-260	0.288827351042028	1	0.999	2.213303355236e-255	"RPL3"	0.001
7.50006040738199e-260	-0.820385623753841	0.409	0.771	2.93589864646968e-255	"MCL1"	-0.362
3.1947515762254e-258	-0.257921172592304	1	1	1.25058550451343e-253	"RPS4X"	0
5.78067005648078e-254	-0.63533666741685	0.099	0.47	2.2628432936094e-249	"NFKB1"	-0.371
4.97064877092864e-253	-0.53679059784452	0.915	0.978	1.94576046138002e-248	"HSPA8"	-0.0629999999999999
6.55947728798511e-253	0.370807742885025	0.999	0.998	2.56770738438177e-248	"RPL13A"	0.001
1.9422875361721e-250	0.536578145398097	1	0.998	7.60308456034568e-246	"MT-ND3"	0.002
6.13831371053347e-249	0.275522026339185	1	0.999	2.40284290198833e-244	"RPL15"	0.001
2.83004628891988e-247	-0.685244752984667	0.32	0.715	1.10782161979769e-242	"SFPQ"	-0.395
5.59252727239555e-246	0.304877947868614	1	1	2.18919480077924e-241	"RPS10"	0
8.37799004217674e-244	-0.620432116848541	0.891	0.985	3.27956420201008e-239	"ZFP36L2"	-0.094
3.25009134142729e-240	-0.577364351747668	0.079	0.424	1.27224825560171e-235	"GRK6"	-0.345
4.84471669413417e-238	-0.680361850530973	0.632	0.891	1.89646434991882e-233	"KLF2"	-0.259
8.4687883047169e-237	0.244264002508319	1	1	3.31510718188143e-232	"RPS23"	0
