""	"Var.Imp"
"iglv2_8"	0.0575778514901381
"iglv1_44"	0.0435101560423201
"malat1"	14.2027770267865
"iglv1_47"	0
"actb"	161.942211851635
"iglv3_1"	40.2425920765168
"iglv1_40"	0
"ighv1_3"	5.32367531341946
"tmsb4x"	140.457714256432
"ighv4_59"	0
"eef1a1"	2093.40028719833
"b2m"	30.5385775960297
"mt_co2"	131.926680299966
"cd74"	22.1968920595804
"ighv1_69_2"	0.0642047223954018
"mt_co1"	25.6622634044909
"rplp1"	53.8536619949984
"tmsb10"	31.1418283852237
"mt_co3"	169.997847141825
"gapdh"	28.084761833235
"ighv3_48"	0.00708299440959893
"hspa1a"	15.6903102272149
"ighv4_61"	0.143892635194512
"ac090498_1"	18.2913178205085
"rps12"	227.062262778262
"rpl10"	153.648417869682
"rps27"	28.3069984343518
"mt_atp8"	30.1491698775266
"ftl"	30.7179198023335
"igkv1_5"	0.0661353256437871
"ptma"	22.0742182432102
"iglv1_51"	0
"actg1"	24.4062277886639
"hla_b"	23.4587092872614
"fos"	498.795185067807
"igkv3_20"	0.00347035569239893
"mt_atp6"	54.0821435373457
"rpl28"	36.6099685003309
"pfn1"	15.6626835585744
"ccl4"	132.432882867609
"jun"	188.513036865268
"tuba1b"	23.5135770343924
"rps18"	69.4010150920698
"rpl13"	93.6740809291153
"rps15a"	44.8890428538121
"rps8"	50.9063177518979
"rpl32"	137.91258489322
"hla_a"	16.6828938279034
"mt_cyb"	135.855022853854
"mt_nd4"	52.8092931736697
"rps19"	32.4863258344738
"vim"	44.6418405725397
"rplp0"	32.8889036793072
"rpl30"	31.7479869216968
"mt_nd4l"	44.4727125693829
"tpt1"	19.5285913226785
"hsp90aa1"	47.2077251362551
"rpl39"	53.1576287337584
"rps3"	32.855505501247
"jchain"	0.389744719166661
"rpl19"	109.81220394884
"rps26"	25.792816015129
"rps2"	49.8191434892636
"ighv3_23"	0.949658606625611
"rps23"	62.3697268546547
"rps28"	99.2637347563766
"rps27a"	43.8332463448362
"rps14"	39.4937327211602
"rpl11"	117.347176460294
"dnajb1"	55.0470701764825
"junb"	510.890409829628
"rps6"	103.117496541493
"gnly"	144.49326161132
"hist1h4c"	29.8838162132235
