""	"Var.Imp"
"iglv2_8"	0.0186659113422595
"iglv1_44"	1.16492573717845
"malat1"	30.296000155527
"iglv1_47"	0.15383682866332
"actb"	187.54417939434
"iglv3_1"	35.1439118467438
"iglv1_40"	0
"ighv1_3"	3.37958895921391
"tmsb4x"	107.772597702172
"ighv4_59"	1.1278324534101
"eef1a1"	1313.65296805369
"b2m"	71.7637404731269
"mt_co2"	269.40084917676
"cd74"	9976.85826736635
"ighv1_69_2"	0.440023448988396
"mt_co1"	53.8437467060881
"rplp1"	83.7663461160162
"tmsb10"	88.0584957396448
"mt_co3"	234.684327247353
"gapdh"	43.2179296977345
"ighv3_48"	0.952518610881048
"hspa1a"	77.4759740093798
"ighv4_61"	2.31405998946826
"ac090498_1"	114.482357831226
"rps12"	320.875231142676
"rpl10"	164.743523094459
"rps27"	76.7059787898378
"mt_atp8"	122.36471149854
"ftl"	54.0907893121104
"igkv1_5"	3.25855209291073
"ptma"	34.5477303726448
"iglv1_51"	0.00426601128201176
"actg1"	78.0458643561792
"hla_b"	47.1236233605515
"fos"	1363.88370303586
"igkv3_20"	3.07068279877671
"mt_atp6"	79.8468926088206
"rpl28"	43.8432170799599
"pfn1"	50.8691089500852
"ccl4"	228.980623607055
"jun"	448.044485825039
"tuba1b"	25.7128112699661
"rps18"	130.604332007451
"rpl13"	164.938658630265
"rps15a"	98.0897472167712
"rps8"	114.837722939308
"rpl32"	295.053660620607
"hla_a"	33.6673561918914
"mt_cyb"	91.7548286165823
"mt_nd4"	62.5751423649357
"rps19"	50.8183070661254
"vim"	44.610196831709
"rplp0"	61.0769708581198
"rpl30"	64.5416448320364
"mt_nd4l"	80.482066414939
"tpt1"	109.251912615025
"hsp90aa1"	157.784996031657
"rpl39"	114.318976038108
"rps3"	354.1233871258
"jchain"	2.01991502513256
"rpl19"	132.659291034076
"rps26"	97.4925726690967
"rps2"	86.811646183288
"ighv3_23"	0.722914545656427
"rps23"	112.476800920748
"rps28"	167.473264921356
"rps27a"	100.548834812518
"rps14"	222.700460033997
"rpl11"	127.41803664526
"dnajb1"	875.631531133746
"junb"	984.574791954885
"rps6"	259.288320840116
"gnly"	1161.77187424377
"hist1h4c"	27.6010549518555
"dusp1"	255.177613813531
"hla_drb1"	442.633501044814
"ppia"	33.7745144141007
"rps3a"	2611.72233797062
"fth1"	46.5713092233872
"rpl41"	68.8587498545573
"nkg7"	172.814520429891
"igha1"	4.77645242084013
"rps4x"	75.0355088380078
"rpl34"	592.03471761961
"rpl18a"	69.2881766583732
"igll5"	0.0357711663215853
"hla_c"	81.8679519422567
"ch17_262h11_1"	0
"rpl37"	160.994009570368
"tubb"	24.5742960093807
"ccl4l2"	35.736455803043
"hspa1b"	284.846640320609
"ighg2"	0.225616644960697
"ccl5"	47.959602258926
"ighv3_33"	0.356464331609039
"rpl12"	67.6985906053173
"ighv3_30"	0.390517977709834
"mt_nd3"	105.935458311396
"hmgb1"	26.8803365592853
"rps15"	80.5673401804268
"rps13"	88.6439443321092
"cfl1"	56.4908675905514
"rpl26"	90.7841861321885
"iglc2"	5.46040416343398
"rpl3"	1722.12624679372
"rpl7a"	54.0225453966291
"cxcl13"	1.34476006430374
"ighv4_4"	0.308123506272265
"zfp36"	152.939801841969
"rps24"	40.049295160611
"hmgn2"	21.8010576643951
"rplp2"	122.602239379596
"rps10"	91.0677102406719
"hspa6"	14.719117249548
"rpsa"	53.2132097216044
"mt_nd1"	63.9685319122958
"rps7"	73.7768348458645
"mt_nd2"	61.9256071518568
"rps21"	79.9325385245795
"rpl15"	65.1005031705632
"h3f3b"	61.0247452969222
"crip1"	32.3488846576329
"rpl13a"	40.6916726449438
"gzmk"	852.728708179165
"rps29"	87.0279321113579
"rpl23a"	44.3637281267989
"rpl18"	55.674620989249
"s100a4"	175.19935274545
"rpl8"	73.6404202097026
"rpl29"	84.4892365304237
"il32"	30.149988503648
"rpl35a"	41.1968442020638
"rpl14"	95.2652295117121
"rpl36"	90.8659213146231
"rpl21"	212.837165366542
"rps25"	72.7056262121521
"rpl6"	73.4304209519718
"gpx3"	23.8862108072674
"stmn1"	5.45973523891784
"rpl37a"	37.8618237220674
"rps16"	73.7078388843837
"ier2"	174.15301987402
"mt_nd5"	74.7665527005652
"rps5"	89.5908539260537
"rgs1"	2460.40031440946
"cd69"	148.710315414759
"rpl17"	69.2298440498788
"lgals1"	24.7147923873262
"rps9"	37.5609941439861
"hla_dra"	319.446601095483
"rpl35"	54.6247851038793
"fau"	45.9261279105363
"hmgb2"	12.9503879564669
"rpl5"	64.0544827517099
"hspa8"	145.139506462641
"coro1a"	78.0174274231563
"eif1"	55.6842143449575
"sub1"	21.5463299532413
"sh3bgrl3"	33.6205736405904
"gnb2l1"	39.3030962094243
"rpl10a"	56.5191518216477
"ubc"	99.4365355159471
"ccl3"	5.45729075929011
"igkc"	6.70732785945391
"btg1"	68.9528720934843
"myl6"	33.9976768505708
"npm1"	33.0524240039994
"srgn"	72.3158807869581
"cst7"	48.4842476002783
"arhgdib"	34.0414227718801
"hla_drb5"	38.1941246711651
"h3f3a"	27.4361557869798
"cd52"	84.3372206839601
"klf6"	79.4784906269079
"h2afz"	20.3979144783405
"rpl9"	114.031557577536
"cxcr4"	78.4415248688844
"tsc22d3"	106.421917371903
"dusp2"	88.754413818375
"mt1g"	16.2870335825311
"rpl27a"	40.6972443055414
"gzma"	189.285932957727
"rpl24"	36.871998679518
"hsp90ab1"	146.636858194392
"rpl7"	47.7718114104202
"ppib"	22.4619302646251
"s100a6"	41.6664720276527
"naca"	99.4174837126955
"atp5e"	32.760918980187
"rpl22"	55.749353735261
"hsp90b1"	17.9586364274032
"hnrnpa1"	31.2249000306611
"mt2a"	21.9809429256584
"rpl4"	103.547840188834
"hnrnpa2b1"	28.7505468400311
"cotl1"	146.596479935043
"hbb"	9.08652093676898
"uba52"	50.7187141687471
"eef1b2"	58.0678864195677
"serf2"	39.0429078027824
"rpl27"	47.4158764952603
"hla_dpa1"	67.9069515831968
"hspe1"	42.2645131785173
"trbv20_1"	4.10790744628579
"calm1"	49.1101790194748
"rpl31"	42.9003653905285
"zfp36l2"	41.4728671475514
"rps17"	33.7466152585939
"igha2"	2.0777939982701
"ubb"	44.6566022743307
"hla_dqa1"	45.2138242760007
"mif"	19.3947863973451
"iglc3"	2.66905425878109
"txnip"	78.140573403193
"nfkbia"	91.3935036529806
"ybx1"	33.8559980427425
"anxa1"	210.986935144255
"rps20"	36.2533600897606
"pkm"	17.4978909279234
"atp5l"	17.8825592529305
"chchd2"	25.025565950678
"fxyd2"	12.1412900728357
"egr1"	269.561492143681
"myl12a"	51.0196568952608
"arpc2"	28.009364428775
"ighv4_34"	0.619278977170746
"ighv3_15"	0.612740685490602
"ighv3_11"	0.185914774706664
"eef2"	33.754532202189
"btf3"	33.473913560004
"hla_e"	35.4719263228729
"clic1"	34.0738925233231
"oaz1"	36.3692233400691
"rpl38"	44.8513752011765
"arl6ip1"	11.8246555977155
"trdv1"	3.07032952108776
"slc25a5"	18.2449766631668
"gzmb"	129.653380658202
"pabpc1"	48.3492305382278
"ifitm1"	65.3385077347521
"rac2"	50.8264066006122
"tpi1"	20.7957173765818
"iglv2_5"	0
"eef1g"	42.0616530706984
"sat1"	33.0016291679574
"hint1"	35.3204593646908
"eno1"	16.8006207304746
"tma7"	25.9525179311858
"s100a10"	105.759423943347
"cmc1"	43.1968626603857
"ptprcap"	37.0130482670237
"cox7c"	33.2689976275058
"rhoa"	33.8686334100445
"ran"	14.8444711025243
"tnfaip3"	45.9256294751803
"eef1d"	36.3564014633894
"calm2"	22.698987239019
"cd8a"	46.5790912707485
"ighg4"	0.454194278387262
"srsf7"	95.2588210117062
"calr"	19.971888363519
"gzmh"	72.4930591235826
"cd3e"	28.9371792407985
"ifng"	15.2270279415681
"ldhb"	56.314050071616
"aldoa"	23.6936284708425
"iglv3_19"	0.303990783664136
"arpc1b"	26.2585311778875
"atp5g2"	24.2205895331124
"hla_dpb1"	68.0445301291301
"ldha"	30.4598292230521
"igkv1_17"	1.03146351748343
"cd3d"	47.5734781017742
"sumo2"	38.1408273837012
"xcl1"	7.46320279910893
"trbv7_2"	0.648563643340544
"cox4i1"	31.5517129787505
"lsp1"	24.1420407288322
"cox8a"	18.2721574405206
"rpl36al"	40.7245145485598
"rps11"	32.058074225454
"ppdpf"	25.9795554265694
"ywhaz"	29.4343195493657
"hist1h1e"	17.4227759261766
"gadd45b"	44.7884129039983
"ddx5"	35.9388258025917
"nme2"	18.1326505383017
"cd99"	34.985779494306
"igkv1_33"	0.170014579509691
"apoe"	9.07171133372799
"tagln2"	45.2220520319295
"pmaip1"	12.4969512830018
"park7"	21.3474884688417
"fosb"	560.816096627627
"trbv4_1"	3.21965757808692
"gstp1"	18.8898988180723
"srp14"	33.3656653481458
"ube2c"	0.02689270680435
"dnaja1"	71.5566679783776
"dusp4"	2077.15351058576
