""	"Var.Imp"
"iglv2_8"	0
"iglv1_44"	1.340436634419
"malat1"	45.7899268714949
"iglv1_47"	0.023823410777169
"actb"	111.486249249254
"iglv3_1"	43.1997083449896
"iglv1_40"	0
"ighv1_3"	2.87352553418779
"tmsb4x"	47.893363370697
"ighv4_59"	0.347703349402123
"eef1a1"	427.601663743736
"b2m"	103.993277318834
"mt_co2"	96.8512416080651
"cd74"	486.341579871354
"ighv1_69_2"	0
"mt_co1"	58.5590970464412
"rplp1"	65.4546162272605
"tmsb10"	51.6471138856649
"mt_co3"	185.348605810216
"gapdh"	117.39132113951
"ighv3_48"	1.26236888200516
"hspa1a"	99.797241985856
"ighv4_61"	0.178619449252478
"ac090498_1"	38.3054120667165
"rps12"	271.345418746792
"rpl10"	94.6907899172902
"rps27"	187.345835867277
"mt_atp8"	71.1170348988366
"ftl"	86.5552083519045
"igkv1_5"	0.523919586351739
"ptma"	35.1502366729704
"iglv1_51"	0
"actg1"	51.7712789635679
"hla_b"	45.2050366835615
"fos"	1552.92971487763
"igkv3_20"	0.93609227454603
"mt_atp6"	44.9111559174782
"rpl28"	48.9700773551348
"pfn1"	47.7402591225218
"ccl4"	208.935736355443
"jun"	363.01351224
"tuba1b"	571.783464334311
"rps18"	147.661694066536
"rpl13"	146.599926011049
"rps15a"	41.715545978225
"rps8"	114.369970937353
"rpl32"	203.839932202482
"hla_a"	35.1510394958761
"mt_cyb"	58.9414996190897
"mt_nd4"	50.8922007158807
"rps19"	52.840416964666
"vim"	29.4010337589251
"rplp0"	49.62087372841
"rpl30"	48.1318745636183
"mt_nd4l"	47.5168310135811
"tpt1"	54.8470192564837
"hsp90aa1"	213.709188642774
"rpl39"	107.865518004607
"rps3"	113.064644801557
"jchain"	12.1699931323177
"rpl19"	106.303411864804
"rps26"	60.0101080395768
"rps2"	87.5281556842462
"ighv3_23"	0.62240758537554
"rps23"	100.883833952433
"rps28"	196.107559532281
"rps27a"	114.944028520315
"rps14"	10755.8780368178
"rpl11"	74.1976058147848
"dnajb1"	906.529705163532
"junb"	564.357619004913
"rps6"	179.04451948497
"gnly"	1597.85280663723
"hist1h4c"	41.7875383875714
"dusp1"	347.232161704283
"hla_drb1"	52.535090079523
