""	"Var.Imp"
"iglv2_5"	0
"hint1"	43.5183743428143
"sat1"	43.4631625253052
"eno1"	32.9112883623596
"tma7"	42.139770032968
"s100a10"	103.621640612983
"ptprcap"	66.8167440651671
"cmc1"	161.65360832289
"cox7c"	43.0593031954759
"eef1d"	46.565515541001
"rhoa"	38.3372509786959
"ran"	21.8341482504828
"tnfaip3"	90.9479121263727
"calm2"	30.1708218008427
"cd8a"	72.7452039228599
"ighg4"	0.223335237632723
"srsf7"	114.963952283662
"gzmh"	77.1694903413733
"calr"	28.3302339504051
"ldhb"	48.4381076721739
"cd3e"	39.3333009277015
"ifng"	36.2069408316674
"iglv3_19"	1.9185665445796
"aldoa"	29.1328477776549
"arpc1b"	41.8360509859737
"atp5g2"	25.80151536733
"hla_dpb1"	141.461583155828
"ldha"	54.9927307567037
"igkv1_17"	0.200285387949544
"cd3d"	74.239887122969
"sumo2"	41.2620832168839
"xcl1"	26.3230590956092
"cox4i1"	35.3545756059412
"trbv7_2"	1.16302753652907
"rps11"	35.0392188125344
"lsp1"	33.0611939304287
"cox8a"	25.9659791061829
"rpl36al"	36.0990901868914
"ppdpf"	41.5873459931947
"ywhaz"	29.054937110573
"ddx5"	53.6139396982213
"nme2"	18.8099241388449
"hist1h1e"	30.5285892728402
"gadd45b"	59.30041812028
"tagln2"	49.4608599598955
"cd99"	54.8926397397397
"igkv1_33"	0.201280086235553
"apoe"	9.19766058859762
"pmaip1"	24.4199733220165
"park7"	46.8349130397482
"fosb"	800.617027739449
"trbv4_1"	3.65531906740321
"saraf"	70.0669435375742
"gstp1"	30.5811056439017
"srp14"	40.0449918696768
"ube2c"	0.512099572249348
"dnaja1"	125.164883580794
