""	"Var.Imp"
"MALAT1"	702.406678556938
"EEF1A1"	267.981034745513
"RPLP1"	100.297710788214
"RPS27"	78.9452130047792
"RPS12"	279.21655203693
"RPL10"	77.6785447313881
"ACTB"	212.710435151464
"B2M"	379.91463324183
"MT.CO1"	58.8011110831266
"TMSB4X"	157.245188443049
"RPL13"	226.027135111728
"AC090498.1"	97.564807373416
"RPS18"	147.383404967742
"TPT1"	108.170069253844
"MT.CO3"	69.0276093783928
"FOS"	325.86770766597
"RPL32"	38695.9028210246
"RPL30"	1297.49230310697
"JUN"	229.668586109834
"FTL"	60.6653091421708
"RPL39"	148.143506139742
"MT.CO2"	58.3196982586088
"RPS15A"	233.382397861876
"RPS8"	171.018897257029
"RPL28"	48.6803376472875
"RPL34"	692.124379577433
"RPS14"	167.476444025112
"TMSB10"	48.9094539047048
"RPS19"	64.319788687546
"RPS3A"	865.434552404259
"HSPA1A"	71.7612798936448
"RPS27A"	101.70828306451
"JUNB"	240.091578297349
"RPS6"	1070.4880094995
"RPS23"	166.774237410631
"RPS3"	53.1367656268366
"MT.ATP6"	96.1552178800448
"RPL11"	8286.55057966237
"RPS28"	74.5633919402245
"RPL19"	144.3940286537
"MT.ND4"	127.220355682122
"RPL37"	69.9649179817812
"MT.ATP8"	51.0999733265126
"RPL18A"	95.4611445922646
"RPS4X"	145.89466944369
"RPS26"	49.8855868118543
"RPS10"	65.4404870970912
"RPS13"	969.019149581987
"RPL3"	339.721127276242
"RPS29"	83.9713660785219
"CD74"	699.898815562652
"RPL41"	101.132959107854
"FTH1"	711.754449114933
"HLA.B"	167.962332738004
"RPL26"	58.1424283253835
"RPS2"	137.614886255734
"HBB"	18.4098995585665
"RPS25"	90.5749595961394
"MT.CYB"	87.0197487582885
"RPLP0"	86.2462686154146
"MT.ND3"	66.4689833737455
"RPL35A"	137.293638157769
"RPL18"	90.9371278289969
"RPL13A"	135.565020359954
"RPS15"	89.53143203983
"RPL21"	179.597429368532
"ACTG1"	54.4613704967028
"RPLP2"	128.272947590401
"DNAJB1"	568.550872536873
"DUSP1"	922.491353295293
"RPS21"	47.2014595124799
"HSP90AA1"	193.748255429359
"RPL29"	101.637948125194
"RPL12"	65.7568481222375
"IER2"	127.271564288737
"RPL36"	128.970551289043
"RPL23A"	99.2382397774786
"HLA.A"	95.4347040335988
"MT.ND2"	95.797810432761
"MT.ND4L"	48.6238522762042
"ZFP36"	12753.3999805616
"GAPDH"	63.7128128911279
"RPL7A"	54.3401391902398
"RPL14"	88.3328782531658
"S100A4"	4585.48142800715
"RPS7"	44.7050209916399
"RPSA"	67.6112669366423
"HBA2"	25.5444158735977
"IL32"	84.5414759873758
"RPS24"	58.0456878760142
"VIM"	127.739014537375
"RPL17"	49.7184328096127
"RPL5"	106.445278074144
"H3F3B"	655.156930360916
"RPL6"	66.1300582480821
"RPS5"	86.4159328538131
"RPS16"	87.1807071880576
"RPL8"	71.7342226280335
"PFN1"	97.8193563236051
"MT.ND1"	81.8563464544509
"RPS9"	54.1312224122335
"HSPA1B"	112.619322273025
"GPX3"	19.8405900596725
"RPL9"	756.61434585296
"CD69"	235.271527714495
"RPL37A"	48.0060525548425
"RPL15"	59.7349552736275
"FAU"	45.7814397781373
"RPL10A"	71.1819983357768
"TXNIP"	143.016615053909
"HLA.C"	120.605306807914
"EIF1"	190.395736519185
