""	"Var.Imp"
"GNB2L1"	59.7017109818228
"BTG1"	148.975053079353
"PTMA"	60.0502902963013
"KLF6"	396.358876867563
"RPL27A"	73.7546373818547
"MT.ND5"	68.0578135101941
"RPL22"	101.563959864716
"EEF1B2"	81.5525291417175
"RPL24"	45.2167830658895
"TSC22D3"	76.4415204418158
"RPL35"	80.940203382163
"NACA"	63.7349353151619
"UBC"	148.465180187731
"RPL4"	86.1749920845615
"CD52"	94.4576423235432
"RPL7"	153.639339626176
"HSPA8"	238.15737256659
"RPL27"	43.3829120895109
"RPL38"	74.5069353505341
"LTB"	66.3034105930449
"MT1G"	11.6429689193795
"SH3BGRL3"	806.845520372598
"UBA52"	48.2093080921704
"ZFP36L2"	104.041787365453
"RPL31"	126.115788159813
"CCL5"	7204.49032278029
"CCL4"	59.4680571200577
"NFKBIA"	1116.55646290271
"IFITM1"	36.7084055505047
"CXCR4"	79.0747673746165
"RPS20"	135.038438179984
"HSPA6"	5.38184861023332
"CRIP1"	206.055206187429
"EGR1"	276.804776737939
"SRGN"	703.822234819856
"RPS17"	60.1899590706507
"EEF1G"	64.5836355258673
"EEF2"	59.3718807869678
"PABPC1"	70.5151462115049
"MT2A"	22.8050177847703
"IL7R"	223.182938604276
"CFL1"	60.8203005103717
"HLA.DRB1"	69.829248577626
"S100A6"	86.148838972889
"SARAF"	86.4837127731654
"DUSP2"	5290.64168697359
"PPIA"	43.3086522997447
"RGS1"	39.4282189446067
"TNFAIP3"	404.022121890712
"LGALS1"	59.2534784956647
"HSP90AB1"	145.457389508338
"ARHGDIB"	53.3740720770355
"GZMK"	113.53478513689
"ANXA1"	335.59411152246
"HSPE1"	155.080663305759
"UBB"	102.393920715513
"ATP5E"	36.0163631396572
"RPL36A"	85.3155048835081
"NKG7"	1882.26640495924
"HLA.E"	47.2911053071973
"FOSB"	183.619412484047
"NPM1"	50.5498092937737
"TRBV7.2"	7.99839306884228
"EEF1D"	46.329233142994
"MYL6"	50.0039138683208
"BTF3"	45.9183703193971
"RPS11"	59.1882790358222
"HNRNPA1"	42.1632742562952
"SAT1"	40.3502903602448
"SERF2"	54.2224593576374
"DDX5"	50.1699238721352
"KLRB1"	403.86836176142
"RPS4Y1"	24.3515729678024
"GADD45B"	81.5359315228639
"TOMM7"	42.029594906396
"LDHB"	88.7595437124463
"CORO1A"	47.7003968349264
"COX7C"	54.2857225470356
"FXYD5"	77.4266671333723
"PFDN5"	33.4550074076842
"MYL12A"	51.4728951497108
"CALM1"	58.9117888187054
"TRBV20.1"	5.54209135035723
"APOE"	13.3957699371484
"SRSF7"	111.001879152056
"HLA.DRA"	32.5724635470151
"CCL4L2"	2.19815112164956
"XCL1"	10.7670008655862
"PPP1R15A"	2279.70388046713
"HINT1"	54.255658834571
"ALDOB"	13.7719465448649
"BTG2"	269.391309733854
"COX4I1"	57.1738116365042
"CD3E"	52.1975563826355
"S100A10"	427.863421751539
"RPL36AL"	49.4357558290306
"TRBV5.1"	3.21108132722206
"PTPRCAP"	40.51510004657
"H3F3A"	49.9409236068033
"SLC2A3"	108.020683273106
"HBA1"	33.5163049758286
"DNAJA1"	178.89937920921
"CST7"	1611.43107047656
"UQCRB"	46.0418459546403
"ITM2B"	40.6694357704567
"PNRC1"	67.0773727691453
"ATP5L"	32.1177937627516
"TAGLN2"	106.767124874349
"HSPB1"	21.6012916538613
"RAC2"	45.3818956275292
"RPL23"	31.9721880372589
"IFITM2"	45.1120076559397
"GZMA"	5981.89158109241
"ATP5G2"	32.199460829436
"SLC25A6"	34.5491211159744
"TUBA1A"	41.2438881891921
"TNF"	14.4535686128537
"COTL1"	54.5792629657514
"RACK1"	24.8698769584948
"TRBV7.9"	3.18662369256847
"LAPTM5"	59.1633923286514
"KLF2"	35.0024840173551
"IGKV1.5"	1.82758002554109
"HMGN2"	34.6170437122848
"FYB"	40.9673648072531
"DDIT4"	103.611618089102
"TMA7"	36.4204813625312
"RGCC"	76.5458203882963
"PCBP2"	69.1084582175206
"PDZK1IP1"	20.4372496083633
"HNRNPA2B1"	40.5373801480289
"OAZ1"	40.1625665143574
"ARPC1B"	43.1152699424863
"UCP2"	26.6825151104565
"SUB1"	62.3765662535486
"PTPRC"	44.607016856105
"YWHAZ"	58.7704787137756
"CD3D"	36.9837981083354
"ID2"	40.7690535275198
"ARPC2"	46.5780861835702
"HMGB1"	33.2439581839932
"LIMD2"	51.4317150997216
"TRBV11.2"	2.45546095931802
"GLTSCR2"	43.9866292501347
"HLA.DRB5"	20.0322266669406
"ZFP36L1"	57.4096609093518
"CLIC1"	114.383488190113
"CCNI"	36.7277280579206
"HLA.DPA1"	30.7869381031742
"EIF3E"	62.2011559856078
"YBX1"	33.1372656578538
"MT1X"	12.69520877158
"PPDPF"	41.3338046734179
"MIF"	36.850086074066
"NBEAL1"	61.8923625408794
"MT.ND6"	39.3336997072266
"TRBC2"	31.7832318655334
"LSP1"	27.956552421465
"GNLY"	34.3884196209044
"CCL3"	2.14388103267144
"SRSF5"	63.3080268273554
"CD99"	97.8781758997248
"RHOA"	50.3305059871753
"SELL"	101.672119180841
"COMMD6"	48.6814462186333
"ARPC3"	38.2848998474117
"EIF3F"	31.8301092890954
"CD7"	80.9700873216469
"C12orf57"	48.3683272739385
"CHCHD2"	33.4304412158623
"HLA.DPB1"	31.6577648812794
"AES"	46.4721902260773
"HCST"	41.6028271395458
"IGKV3.11"	2.61067509400473
"CITED2"	21.0427278836202
"SRP14"	40.0390512529103
"NR4A2"	214.056816198301
"ZFAS1"	33.2488102909304
"NOSIP"	61.4576255357398
"YPEL5"	496.283662642643
"ATP5F1E"	13.5893106624369
"EVL"	38.886513586212
"CD37"	32.0684496857852
"LDHA"	74.1337672637174
"LMNA"	45.8451557303044
"EIF3K"	37.7011554535822
"GSTK1"	114.278567708482
"LEPROTL1"	42.6914386027698
