""	"Var.Imp"
"UQCRB"	35.6883462237402
"ITM2B"	61.1898444474095
"PNRC1"	66.0606637533361
"ATP5L"	30.4429066280652
"TAGLN2"	41.4027662044532
"HSPB1"	17.580792511055
"RAC2"	48.0559729509251
"RPL23"	56.3862474119219
"IFITM2"	39.0884726412176
"GZMA"	2725.87477092376
"ATP5G2"	27.2266488440181
"SLC25A6"	38.2631404989517
"TUBA1A"	131.266385683865
"TNF"	21.7262345943949
"COTL1"	96.854973099914
"RACK1"	17.1638898485564
"TRBV7.9"	4.22596701128718
"LAPTM5"	43.9897583978378
"KLF2"	55.4157346712971
"IGKV1.5"	0.799158760417034
"HMGN2"	37.5957666995624
"FYB"	60.8570485267808
"DDIT4"	182.231201793774
"TMA7"	32.7395612106413
"RGCC"	105.632080070099
"PCBP2"	38.1195915534323
"PDZK1IP1"	15.8893449549889
"HNRNPA2B1"	33.8583948623075
"OAZ1"	37.0852092811503
"ARPC1B"	31.7785300031496
"UCP2"	51.9880569678542
"SUB1"	29.5462258198723
"PTPRC"	83.5477755830188
"YWHAZ"	37.7166200519039
"CD3D"	35.3395628584504
"ID2"	37.7547223013927
"ARPC2"	38.159050262096
"HMGB1"	34.2504118649683
"LIMD2"	81.5578423802908
"TRBV11.2"	2.01081933094584
"GLTSCR2"	39.5563498648284
"HLA.DRB5"	43.972995826972
"ZFP36L1"	60.9556424951806
"CLIC1"	61.2129724434937
"CCNI"	40.0145655261521
"HLA.DPA1"	42.6983653458266
"EIF3E"	48.3684931129333
"YBX1"	48.8147010072302
"MT1X"	11.3399366096902
"PPDPF"	39.3996870907383
"MIF"	27.8101288584855
"NBEAL1"	148.515657663373
"MT.ND6"	30.6344789040501
"TRBC2"	32.1704157249318
"LSP1"	30.2415659514772
"GNLY"	30.3663203736664
"CCL3"	5.04265584257161
"SRSF5"	57.4775408809175
"CD99"	115.858417630112
"RHOA"	45.6265352876575
"SELL"	230.822577288353
"COMMD6"	32.8136507431886
"ARPC3"	30.2889337170922
"EIF3F"	38.4482918321338
"CD7"	107.625417066462
"C12orf57"	32.4697122240524
"CHCHD2"	30.8389780179336
"HLA.DPB1"	45.6870499174229
"AES"	37.7673564121105
"HCST"	46.8550540918328
"IGKV3.11"	3.4023610122069
"CITED2"	37.7333913458715
"SRP14"	30.4548490730801
"NR4A2"	426.574223656525
"ZFAS1"	29.303187290252
"NOSIP"	77.9413045816289
"YPEL5"	239.987494299594
"ATP5F1E"	16.5639508647937
"EVL"	30.623815741232
"CD37"	38.3154371731251
"LDHA"	159.093942796636
"LMNA"	93.8724678585308
"EIF3K"	36.2559333548634
"GSTK1"	50.2433616673231
"LEPROTL1"	49.01073843686
